City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual snowfall (in),Average yearly windspeed (mph),Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude,Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Number of days with thunder per year,Annual dew point (F),Average summer dew point (F),Hottest month's avg low (F),Coldest month's avg low (F),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Days of snow per year,Hottest month's avg heat index high (F)
Grant township (De Kalb Cnty),Indiana,3253,186,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,82,801,3.6,17.49,IN-28836,41.4187474,-85.0227052,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Hamilton,Indiana,1702,810,Auburn,153575,$56766,22.07%,48,$400000,1493,$268,55,68.86%,$827,45.05%,N/A,N/A,14.1%,0.57%,61.24%,Steuben County,25.70%,69.60%,0.41%,0.29%,96.47%,0.65%,1.29%,N/A,82,31,51,39.67,39.9,7.6,82,903,3.5,2.1,IN-30594,41.5409046,-84.9203837,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.76,7.46,28.82%,28.79%,23.33%,25,84
Jackson township (De Kalb Cnty),Indiana,3078,87,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,78,801,3.6,35.38,IN-36936,41.3097955,-85.0209435,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Keyser,Indiana,7719,322,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,39.0,29.5,7.6,76,804,3.6,23.97,IN-39636,41.3516755,-85.1357421,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.57,7.71,36.71%,32.97%,41.44%,20,86
Newville,Indiana,577,42,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.77,35.3,7.6,79,687,3.6,13.74,IN-53784,41.3142428,-84.8262481,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.63,7.29,28.82%,28.79%,23.33%,28,89
Richland township (De Kalb Cnty),Indiana,1413,2717,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,39.0,29.5,7.6,82,804,3.6,0.52,IN-64008,41.4096509,-85.1359949,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.57,7.71,36.71%,32.97%,41.44%,20,86
Smithfield,Indiana,1706,49,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,38.01,29.5,7.6,82,801,3.6,34.82,IN-70200,41.4838606,-85.023928,60%,75%,47%,61%,55%,36.1,40,60,63,17,11.19,7.42,28.82%,28.79%,23.33%,20,86
Spencer township (De Kalb Cnty),Indiana,1254,789,Auburn,153575,N/A,N/A,N/A,$205000,1530,$134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.77,35.3,7.6,79,687,3.6,1.59,IN-71918,41.2906031,-84.9057092,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.63,7.29,28.82%,28.79%,23.33%,28,89
St. Joe,Indiana,456,1341,Auburn,153575,$57500,4.23%,28,N/A,N/A,N/A,N/A,78.51%,$546,68.45%,N/A,N/A,16.01%,8.14%,62.61%,DeKalb County,23.30%,71.30%,0.0%,0.0%,96.05%,3.51%,2.63%,N/A,86,34,52,37.9,35.3,7.6,79,777,3.6,0.34,IN-66834,41.3146634,-84.9011151,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
Stafford township (De Kalb Cnty),Indiana,258,17,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.9,35.3,7.6,82,777,3.6,15.18,IN-72512,41.401277,-84.8273794,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
Troy township (De Kalb Cnty),Indiana,246,218,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,84,32,52,37.9,39.9,7.6,82,777,3.6,1.13,IN-76598,41.4874521,-84.8287161,60%,75%,47%,61%,55%,36.1,40,60,62,17,10.61,7.13,28.82%,28.79%,23.33%,25,86
Union township (De Kalb Cnty),Indiana,13368,5915,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,81,31,50,38.01,35.3,7.6,74,801,3.6,2.26,IN-77228,41.3752142,-85.0220727,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Waterloo,Indiana,2217,1046,Auburn,153575,$44474,11.09%,32,$162000,1780,$91,47,71.04%,$653,50.21%,N/A,N/A,13.76%,2.69%,65.84%,DeKalb County,23.30%,71.30%,0.45%,0.0%,89.49%,6.13%,2.84%,N/A,81,31,50,38.01,35.3,7.6,82,801,3.6,2.12,IN-81278,41.4306536,-85.0233108,60%,75%,47%,61%,55%,36.1,40,60,61,17,11.19,7.42,33.04%,29.78%,36.0%,28,82
Wilmington,Indiana,4141,115,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeKalb County,23.30%,71.30%,N/A,N/A,N/A,N/A,N/A,N/A,86,34,52,37.9,35.3,7.6,82,777,3.6,36.01,IN-84590,41.3992422,-84.9083396,60%,75%,47%,61%,55%,36.1,40,60,60,16,10.61,7.13,28.82%,28.79%,23.33%,28,89
Auburn,New York,26383,3163,Auburn,153575,$43555,19.5%,40,$129000,1449,$89,79,52.08%,$743,63.39%,N/A,N/A,17.95%,7.39%,54.06%,Cayuga County,40.80%,52.40%,0.93%,8.36%,80.98%,4.63%,2.67%,N/A,82,33,49,47.89,106.3,8.3,69,705,3.1,8.34,NY-03078,42.9338366,-76.5684718,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Aurelius,New York,2718,90,Auburn,153575,N/A,N/A,N/A,$220000,1410,$156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,40.14,106.3,8.3,86,477,3.1,30.2,NY-03166,42.9276578,-76.6693131,44%,57%,32%,60%,55%,26.8,38,58,61,17,12.21,7.93,49.21%,41.76%,59.56%,48,84
Brutus,New York,4357,197,Auburn,153575,N/A,N/A,N/A,$200000,2041,$98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,47.89,106.3,8.3,84,705,3.1,22.12,NY-10297,43.0456198,-76.5454463,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Cato,New York,484,489,Auburn,153575,$54306,13.38%,32,N/A,N/A,N/A,62,74.38%,$707,54.29%,N/A,N/A,10.78%,2.12%,66.11%,Cayuga County,40.80%,52.40%,0.0%,0.0%,97.11%,0.0%,0.0%,N/A,82,32,50,45.31,106.3,8.3,86,348,3.1,0.99,NY-12958,43.1679419,-76.5728236,44%,57%,32%,60%,55%,26.8,38,58,61,16,12.3,11.32,50.14%,46.7%,57.0%,48,84
Cayuga,New York,437,486,Auburn,153575,$70500,20.66%,51,N/A,N/A,N/A,N/A,84.67%,$594,55.18%,N/A,N/A,2.52%,5.88%,62.47%,Cayuga County,40.80%,52.40%,1.6%,0.0%,94.74%,2.06%,1.6%,N/A,82,33,49,39.89,106.3,8.3,86,348,3.1,0.9,NY-13068,42.9190963,-76.72658,44%,57%,32%,60%,55%,26.8,38,58,61,17,11.87,8.13,49.21%,41.76%,59.56%,48,84
Conquest,New York,1720,49,Auburn,153575,N/A,N/A,N/A,$109000,1514,$72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,39.41,106.3,8.3,86,360,3.1,35.1,NY-17849,43.1187224,-76.6497334,44%,57%,32%,60%,55%,26.8,38,58,61,17,12.17,8.07,49.21%,41.76%,59.56%,48,84
Fair Haven,New York,995,565,Auburn,153575,$63942,27.78%,54,N/A,N/A,N/A,75,86.64%,$600,44.73%,N/A,N/A,4.93%,0.54%,61.66%,Cayuga County,40.80%,52.40%,0.0%,1.11%,97.99%,0.0%,3.52%,N/A,80,33,47,43.64,128.7,8.3,87,297,3.1,1.76,NY-24988,43.3260798,-76.7044044,44%,57%,32%,60%,55%,26.8,38,58,64,20,10.95,10.89,46.38%,37.58%,61.11%,56,81
Fleming,New York,2597,119,Auburn,153575,N/A,N/A,N/A,$204000,1388,$147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,47.89,106.3,8.3,87,705,3.1,21.82,NY-26231,42.8700097,-76.57784,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Genoa,New York,1714,43,Auburn,153575,N/A,N/A,N/A,$221000,1842,$120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,32,48,37.8,52.5,8.3,89,759,3.1,39.86,NY-28673,42.6532911,-76.567992,44%,57%,32%,60%,55%,26.8,38,58,62,17,11.89,6.89,40.41%,39.45%,40.33%,25,81
Ira,New York,2360,68,Auburn,153575,N/A,N/A,N/A,$230000,1474,$156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,32,50,51.05,128.7,8.3,86,363,3.1,34.71,NY-37660,43.2134655,-76.5392742,44%,57%,32%,60%,55%,26.8,38,58,61,16,13.6,12.58,50.14%,46.7%,57.0%,56,84
Ledyard,New York,1747,48,Auburn,153575,N/A,N/A,N/A,$333000,1781,$187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,32,48,37.8,106.3,8.3,89,759,3.1,36.4,NY-41740,42.7469556,-76.6773886,44%,57%,32%,60%,55%,26.8,38,58,62,17,11.89,6.89,40.41%,39.45%,40.33%,48,81
Locke,New York,1751,72,Auburn,153575,N/A,N/A,N/A,$300000,3261,$92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,31,49,43.76,52.5,8.3,90,945,3.1,24.32,NY-43071,42.6567861,-76.4135091,44%,57%,32%,60%,55%,26.8,38,58,58,13,13.47,8.82,41.48%,41.21%,44.33%,25,81
Melrose Park,New York,2259,606,Auburn,153575,$107577,44.1%,40,$259000,1609,$161,62,95.06%,$1078,35.68%,N/A,N/A,5.05%,3.26%,68.69%,Cayuga County,40.80%,52.40%,0.0%,0.0%,97.96%,1.28%,0.97%,N/A,82,33,49,47.89,106.3,8.3,85,705,3.1,3.73,NY-46503,42.9085012,-76.5263602,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Mentz,New York,2309,136,Auburn,153575,N/A,N/A,N/A,$52000,788,$66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,39.89,106.3,8.3,86,348,3.1,16.98,NY-46602,43.0414113,-76.6319841,44%,57%,32%,60%,55%,26.8,38,58,61,17,11.87,8.13,49.21%,41.76%,59.56%,48,84
Meridian,New York,275,399,Auburn,153575,$95250,15.12%,36,N/A,N/A,N/A,N/A,68.36%,$667,50.0%,N/A,N/A,23.19%,0.69%,69.57%,Cayuga County,40.80%,52.40%,0.0%,0.0%,98.91%,0.73%,0.0%,N/A,82,32,50,45.31,106.3,8.3,86,348,3.1,0.69,NY-46646,43.1629634,-76.5381819,44%,57%,32%,60%,55%,26.8,38,58,61,16,12.3,11.32,50.14%,46.7%,57.0%,48,84
Montezuma,New York,1457,80,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,39.89,106.3,8.3,85,348,3.1,18.21,NY-48131,43.0122145,-76.6949537,44%,57%,32%,60%,55%,26.8,38,58,61,17,11.87,8.13,49.21%,41.76%,59.56%,48,84
Moravia,New York,1411,830,Auburn,153575,$55917,19.83%,38,$115000,1186,$97,N/A,75.76%,$703,48.76%,N/A,N/A,11.89%,4.4%,57.01%,Cayuga County,40.80%,52.40%,1.28%,0.0%,92.56%,0.57%,2.55%,N/A,80,32,48,40.96,52.5,8.3,89,960,3.1,1.7,NY-48296,42.7119659,-76.4219311,44%,57%,32%,60%,55%,26.8,38,58,62,17,12.62,7.7,40.41%,39.45%,40.33%,25,81
Niles,New York,1311,34,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,40.96,106.3,8.3,89,960,3.1,38.56,NY-51198,42.812699,-76.4058898,44%,57%,32%,60%,55%,26.8,38,58,61,17,12.62,7.7,49.21%,41.76%,59.56%,48,84
Owasco,New York,3696,177,Auburn,153575,N/A,N/A,N/A,$195000,1403,$139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,47.89,106.3,8.3,85,705,3.1,20.88,NY-55871,42.888329,-76.4940248,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Scipio,New York,1734,47,Auburn,153575,N/A,N/A,N/A,$148000,1147,$129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,32,48,40.96,106.3,8.3,87,960,3.1,36.89,NY-65816,42.7948111,-76.5614129,44%,57%,32%,60%,55%,26.8,38,58,62,17,12.62,7.7,40.41%,39.45%,40.33%,48,81
Sempronius,New York,862,29,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,31,49,40.96,52.5,8.3,90,960,3.1,29.72,NY-66278,42.7403067,-76.3212545,44%,57%,32%,60%,55%,26.8,38,58,58,13,12.62,7.7,41.48%,41.21%,44.33%,25,81
Sennett,New York,3518,122,Auburn,153575,N/A,N/A,N/A,$200000,1923,$104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,47.89,106.3,8.3,86,705,3.1,28.84,NY-66443,42.9723808,-76.5120068,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Springport,New York,2357,110,Auburn,153575,N/A,N/A,N/A,$147000,1500,$98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,32,48,40.14,106.3,8.3,86,477,3.1,21.43,NY-70376,42.8534341,-76.6787565,44%,57%,32%,60%,55%,26.8,38,58,62,17,12.21,7.93,40.41%,39.45%,40.33%,48,81
Sterling,New York,3042,67,Auburn,153575,N/A,N/A,N/A,$138000,2156,$64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,33,47,48.91,128.7,8.3,87,321,3.1,45.4,NY-71146,43.3157202,-76.6580293,44%,57%,32%,60%,55%,26.8,38,58,64,20,12.78,12.4,46.38%,37.58%,61.11%,56,81
Summerhill,New York,1268,49,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,31,49,43.76,52.5,8.3,90,945,3.1,25.88,NY-72037,42.6595526,-76.3172048,44%,57%,32%,60%,55%,26.8,38,58,58,13,13.47,8.82,41.48%,41.21%,44.33%,25,81
Throop,New York,1956,105,Auburn,153575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,82,33,49,47.89,106.3,8.3,85,705,3.1,18.63,NY-73770,42.9815488,-76.6170386,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
Venice,New York,1315,32,Auburn,153575,N/A,N/A,N/A,$95000,960,$99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cayuga County,40.80%,52.40%,N/A,N/A,N/A,N/A,N/A,N/A,80,32,48,37.8,106.3,8.3,89,759,3.1,41.09,NY-77024,42.7191162,-76.5432545,44%,57%,32%,60%,55%,26.8,38,58,62,17,11.89,6.89,40.41%,39.45%,40.33%,48,81
Weedsport,New York,1954,1994,Auburn,153575,$51161,20.3%,45,$200000,2041,$98,60,65.01%,$974,56.2%,N/A,N/A,14.27%,1.61%,56.65%,Cayuga County,40.80%,52.40%,1.74%,0.61%,94.88%,1.02%,0.41%,N/A,82,33,49,47.89,106.3,8.3,84,705,3.1,0.98,NY-79015,43.0481241,-76.5636075,44%,57%,32%,60%,55%,26.8,38,58,61,17,14.11,10.31,49.21%,41.76%,59.56%,48,84
