City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Aldine,Texas,16308,2072,Houston-The Woodlands-Sugar Land,4217385,$35087,3.41%,29,$205000,1331,$154,47,59.98%,$991,53.9%,N/A,N/A,33.03%,6.52%,60.16%,Harris County,54.00%,41.60%,1.47%,2.5%,9.66%,86.26%,41.42%,Central Standard Time,95,64,31,76,43,59%,57%,58,71,110,55%,65%,47%,51.97,15.98,9.55,28.14%,29.01%,31.11%,0.2,0,7.5,60.9,50,87,6.1,7.87,TX-01696,29.9122468,-95.3784365
Alvin,Texas,26592,1094,Houston-The Woodlands-Sugar Land,4217385,$57114,18.54%,32,$265000,1840,$144,37,60.33%,$1053,51.97%,239,2452,13.58%,3.14%,63.23%,Brazoria County,35.60%,60.10%,1.73%,3.26%,52.98%,41.2%,9.17%,Central Standard Time,94,63,31,75,43,59%,57%,58,71,107,55%,65%,47%,51.3,15.75,10.27,33.23%,35.38%,32.44%,0.1,0,7.5,60.9,60,21,5.8,24.3,TX-02272,29.3408196,-95.4517887
Ames,Texas,1071,325,Houston-The Woodlands-Sugar Land,4217385,$29306,10.98%,41,N/A,N/A,N/A,29,81.51%,$846,66.38%,N/A,N/A,42.11%,4.97%,34.55%,Liberty County,20.00%,77.90%,0.0%,85.99%,6.91%,2.89%,1.12%,Central Standard Time,95,64,31,74,41,59%,57%,58,71,110,55%,65%,47%,64.05,18.62,13.15,29.01%,30.55%,34.56%,0.2,0,7.5,60.9,64,33,6.1,3.3,TX-03072,30.0450788,-94.7373157
Anahuac,Texas,2174,1021,Houston-The Woodlands-Sugar Land,4217385,$61343,7.09%,32,$175000,1287,$136,49,59.6%,$854,55.61%,N/A,N/A,12.77%,8.42%,58.23%,Chambers County,17.50%,79.20%,0.92%,15.41%,41.21%,40.39%,12.51%,Central Standard Time,92,62,30,75,42,69%,68%,58,71,110,55%,65%,47%,67.05,22.52,12.22,29.42%,32.42%,32.67%,0.1,0,7.5,60.9,72,21,5.7,2.13,TX-03144,29.764929,-94.6786767
Angleton,Texas,19371,1651,Houston-The Woodlands-Sugar Land,4217385,$67181,19.07%,39,$257000,1669,$154,41,65.4%,$929,51.22%,254,1414,10.59%,2.07%,60.63%,Brazoria County,35.60%,60.10%,3.1%,10.2%,60.69%,24.94%,6.7%,Central Standard Time,94,65,29,75,44,69%,68%,58,71,116,55%,65%,47%,51.3,15.75,10.27,33.23%,35.38%,32.44%,0.1,0,7.5,60.9,70,21,5.8,11.73,TX-03264,29.1720523,-95.4292998
Arcola,Texas,2541,989,Houston-The Woodlands-Sugar Land,4217385,$60707,7.73%,29,$329000,1838,$179,25,81.7%,$931,49.08%,38,2017,22.27%,11.34%,70.83%,Fort Bend County,51.40%,44.80%,0.0%,12.36%,8.66%,78.98%,29.24%,Central Standard Time,94,63,31,75,43,59%,57%,58,71,107,55%,65%,47%,52.51,16.02,9.89,31.64%,33.3%,34.44%,0.2,0,7.5,60.9,68,63,5.8,2.57,TX-03708,29.5032203,-95.469364
Atascocita,Texas,81860,3428,Houston-The Woodlands-Sugar Land,4217385,$103676,38.7%,35,$320000,2192,$146,19,81.43%,$1558,40.48%,N/A,N/A,5.81%,4.45%,68.8%,Harris County,54.00%,41.60%,2.58%,19.64%,45.04%,30.27%,8.63%,Central Standard Time,95,64,31,76,43,59%,57%,58,71,110,55%,65%,47%,52.62,15.66,10.1,28.14%,29.01%,31.11%,0.2,0,7.5,60.9,53,66,6.1,23.88,TX-04462,29.9777363,-95.1952309
Bacliff,Texas,11513,4533,Houston-The Woodlands-Sugar Land,4217385,$54242,15.51%,31,$190000,1218,$156,35,52.59%,$979,51.12%,N/A,N/A,16.37%,6.4%,69.13%,Galveston County,35.50%,60.00%,1.51%,2.28%,53.64%,40.74%,16.72%,Central Standard Time,93,64,29,77,45,69%,68%,58,71,113,55%,65%,47%,57.04,16.22,10.35,31.04%,34.07%,34.78%,0.1,0,7.5,60.9,75,15,6.2,2.54,TX-05180,29.5084267,-94.9889149
Bailey's Prairie,Texas,722,103,Houston-The Woodlands-Sugar Land,4217385,$84821,19.28%,52,$348000,2012,$173,35,92.52%,N/A,34.65%,N/A,N/A,8.31%,2.44%,51.9%,Brazoria County,35.60%,60.10%,0.0%,6.51%,72.16%,19.11%,0.97%,Central Standard Time,94,65,29,75,44,69%,68%,58,71,116,55%,65%,47%,45.05,13.03,8.64,33.23%,35.38%,32.44%,0.1,0,7.5,60.9,73,24,5.8,6.99,TX-05288,29.1526705,-95.497657
Barrett,Texas,3389,530,Houston-The Woodlands-Sugar Land,4217385,$52102,10.84%,43,$249000,1872,$133,42,78.55%,$916,61.2%,N/A,N/A,12.66%,11.35%,61.15%,Harris County,54.00%,41.60%,0.0%,58.9%,14.05%,26.53%,14.52%,Central Standard Time,93,63,30,75,41,59%,57%,58,71,105,55%,65%,47%,67.05,22.52,12.22,29.42%,32.42%,32.67%,0.2,0,7.5,60.9,47,24,6.1,6.39,TX-05696,29.8670953,-95.0537038
