City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Akron,Illinois,1131,31,Peoria,404226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Peoria County,48.10%,45.00%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,87,34,53,67,18,61%,58%,40,62,92,54%,65%,46%,41.01,12.37,6.53,35.51%,36.15%,31.33%,30.1,19,8.1,47.8,82,666,3.8,36.48,IL-00477,40.9302165,-89.6970465
Armington,Illinois,382,1364,Peoria,404226,$56250,12.0%,45,$95000,1080,$88,73,71.08%,$1375,41.73%,N/A,N/A,21.47%,8.5%,55.64%,Tazewell County,31.90%,59.80%,0.26%,0.0%,79.58%,15.45%,0.0%,Central Standard Time,85,35,50,64,18,61%,58%,40,62,89,54%,65%,46%,40.13,12.14,7.19,33.1%,31.21%,32.11%,23.7,11,N/A,47.8,82,534,3.9,0.28,IL-02206,40.3397394,-89.314386
Bartonville,Illinois,5854,727,Peoria,404226,$67674,22.51%,42,$103000,2102,$49,64,84.31%,$1056,51.3%,358,2916,6.92%,1.69%,66.16%,Peoria County,48.10%,45.00%,2.66%,1.16%,89.84%,2.15%,1.21%,Central Standard Time,87,34,53,67,18,61%,58%,40,62,92,54%,65%,46%,41.48,11.51,7.18,32.96%,31.1%,34.89%,30.1,19,N/A,47.8,75,594,3.8,8.05,IL-04039,40.6396901,-89.6606802
Bay View Gardens,Illinois,287,504,Peoria,404226,$46875,10.09%,47,N/A,N/A,N/A,55,71.46%,$748,51.22%,N/A,N/A,17.77%,2.34%,52.03%,Woodford County,25.60%,66.50%,0.0%,0.0%,99.65%,0.0%,4.18%,Central Standard Time,87,34,53,67,18,61%,58%,40,62,92,54%,65%,46%,43.88,13.04,7.07,35.51%,36.15%,31.33%,30.1,19,N/A,47.8,78,639,3.7,0.57,IL-04273,40.8101929,-89.5272069
Bell Plain,Illinois,369,10,Peoria,404226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marshall County,29.90%,63.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,34,52,64,15,61%,58%,40,62,90,54%,65%,46%,40.21,11.86,6.33,30.71%,30.55%,27.22%,33.0,15,8.1,47.8,83,687,3.8,36.9,IL-04949,40.9699351,-89.2188321
Bellevue,Illinois,2158,972,Peoria,404226,$60769,11.92%,45,$270000,2673,$101,46,76.54%,$748,45.0%,N/A,N/A,9.73%,6.72%,58.35%,Peoria County,48.10%,45.00%,0.0%,2.27%,93.42%,2.97%,2.64%,Central Standard Time,87,34,53,67,18,61%,58%,40,62,92,54%,65%,46%,41.48,11.51,7.18,32.96%,31.1%,34.89%,30.1,19,N/A,47.8,76,594,3.8,2.22,IL-04871,40.6876444,-89.6731927
Bennington,Illinois,1445,40,Peoria,404226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marshall County,29.90%,63.30%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,86,34,52,64,15,61%,58%,40,62,90,54%,65%,46%,40.21,11.86,6.33,30.71%,30.55%,27.22%,23.7,11,8.1,47.8,83,687,3.8,36.13,IL-05235,40.9705451,-89.1042827
Benson,Illinois,482,3013,Peoria,404226,$74886,13.03%,46,N/A,N/A,N/A,66,88.7%,$975,46.26%,N/A,N/A,5.01%,2.83%,67.14%,Woodford County,25.60%,66.50%,0.0%,1.66%,97.72%,0.62%,0.62%,Central Standard Time,86,34,52,64,15,61%,58%,40,62,90,54%,65%,46%,39.44,12.15,5.77,31.53%,30.44%,31.67%,23.7,11,N/A,47.8,82,660,3.7,0.16,IL-05261,40.8507094,-89.1210967
Boynton,Illinois,159,5,Peoria,404226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tazewell County,31.90%,59.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,85,35,50,64,18,61%,58%,40,62,89,54%,65%,46%,41.43,12.43,6.92,33.1%,31.21%,32.11%,30.1,19,N/A,47.8,82,606,3.9,31.8,IL-07627,40.3593903,-89.4343614
Bradford,Illinois,773,1933,Peoria,404226,$52386,16.97%,44,N/A,N/A,N/A,70,63.74%,$861,60.92%,N/A,N/A,19.19%,4.64%,54.25%,Stark County,27.40%,64.80%,0.0%,1.68%,89.13%,3.23%,0.39%,Central Standard Time,84,31,53,64,14,61%,58%,40,62,87,54%,65%,46%,42.42,13.51,6.59,36.19%,36.26%,32.22%,33.6,18,8.1,47.8,84,579,3.9,0.4,IL-07692,41.1771814,-89.6582128
