AAPL,7.412155
MSFT,5.844555
AMZN,3.253806
XOM,2.104745
BRK.B,2.042397
UNH,1.991186
JNJ,1.649200
PG,1.636252
JPM,1.216192
BAC,1.177236
CVX,1.152659
KO,1.112899
CSCO,1.005368
WFC,0.998481
MRK,0.986001
ABT,0.917336
MCD,0.916305
LIN,0.913594
ABBV,0.899826
PEP,0.835091
TMO,0.828992
HD,0.817739
T,0.811939
ACN,0.799452
VZ,0.775227
DIS,0.752944
GS,0.738233
QCOM,0.726076
AMD,0.722090
TXN,0.682626
PFE,0.623449
UNP,0.591645
CMCSA,0.580244
BLK,0.580051
HON,0.571967
DHR,0.566275
C,0.565624
BA,0.559257
SCHW,0.559221
GILD,0.558650
COP,0.544375
GE,0.541129
LOW,0.536742
BMY,0.518799
WMT,0.515259
MDT,0.484884
SBUX,0.461578
CB,0.454638
BX,0.454350
PM,0.453554
MU,0.441789
INTC,0.439744
ADI,0.424246
AMT,0.422986
PLD,0.420672
ELV,0.414755
SO,0.409873
ADBE,0.409310
LRCX,0.407969
AMGN,0.405119
CME,0.397280
DUK,0.386899
LMT,0.385619
CI,0.362941
CVS,0.353889
UPS,0.352397
MDLZ,0.349336
SPGI,0.347966
MCK,0.346908
MS,0.342699
MMM,0.342079
NKE,0.335964
RTX,0.317410
ZTS,0.305610
AMAT,0.300173
EOG,0.294718
REGN,0.289742
PNC,0.287754
DE,0.281193
GD,0.279821
USB,0.279767
NOC,0.279531
COF,0.278692
BDX,0.276741
APD,0.271626
MMC,0.267462
ROP,0.256820
-,0.255514
SYK,0.250754
TRV,0.243454
FCX,0.242141
TMUS,0.241397
SLB,0.240380
AEP,0.234621
ALL,0.229047
TFC,0.228178
JCI,0.227607
KMI,0.225749
NEM,0.225358
TJX,0.224358
AFL,0.224285
MO,0.220325
NSC,0.219676
PSX,0.216588
ADP,0.216340
FDX,0.213656
GM,0.207462
AIG,0.206619
O,0.204113
ICE,0.201340
NEE,0.201030
TGT,0.200279
MET,0.200194
DLR,0.199200
MPC,0.198375
AJG,0.194309
KMB,0.193343
CCI,0.193235
COR,0.193218
D,0.191528
KVUE,0.186797
SRE,0.184195
KKR,0.183984
EXC,0.183969
BKR,0.182829
TEL,0.182775
KR,0.181936
EQIX,0.180198
CTVA,0.177308
VLO,0.174056
EW,0.173690
AON,0.173163
CL,0.172694
WELL,0.171890
ROST,0.171257
OTIS,0.168002
KDP,0.167687
ITW,0.166576
XEL,0.165865
LHX,0.164815
PRU,0.164073
F,0.163163
FIS,0.162652
WM,0.161299
CTSH,0.158380
GLW,0.156307
ED,0.156111
GEHC,0.155644
PCG,0.155005
DHI,0.152972
ETR,0.150383
CHTR,0.146909
TTWO,0.146674
SYY,0.146007
WMB,0.145793
A,0.145063
IDXX,0.144229
MCO,0.143674
WEC,0.142045
SHW,0.139417
SNPS,0.139339
VICI,0.138959
CSGP,0.138419
GIS,0.136060
OXY,0.135386
CDNS,0.135320
ECL,0.134945
HUM,0.134426
CAH,0.133526
EQT,0.131990
DD,0.131368
IQV,0.130186
CSX,0.128718
NXPI,0.127835
EFX,0.126363
FANG,0.123902
MTB,0.123696
ROK,0.122497
VTR,0.122327
CNC,0.122278
XYL,0.120394
NUE,0.119829
DTE,0.118782
WDAY,0.118457
CARR,0.116325
MCHP,0.116099
STZ,0.115851
BK,0.115471
AWK,0.115089
OKE,0.113443
IP,0.113427
-,0.113361
LEN,0.112638
HPQ,0.112597
KEYS,0.112234
AEE,0.111755
FITB,0.110749
CHD,0.110330
STT,0.109349
KHC,0.107804
YUM,0.107764
PPG,0.107482
FTV,0.106827
DOW,0.106570
HSY,0.103357
PAYX,0.101568
HCA,0.100905
GPN,0.100601
WBD,0.100313
SBAC,0.099770
EQR,0.099740
DVN,0.099346
ATO,0.098761
TDY,0.097853
CNP,0.097552
PYPL,0.095921
PCAR,0.095846
EXE,0.094382
VRSK,0.094283
EIX,0.094121
CBOE,0.094057
MNST,0.093770
ES,0.093404
K,0.092588
CDW,0.092289
ADM,0.092229
ZBH,0.092228
PEG,0.091674
CMS,0.091635
SW,0.091399
HBAN,0.091300
HAL,0.090938
STE,0.090900
AME,0.089510
WY,0.088721
CTRA,0.088530
HPE,0.088245
LUV,0.087153
EA,0.086459
EMR,0.086388
BIIB,0.086339
TROW,0.086298
MKC,0.084748
FE,0.084672
VRSN,0.083275
IFF,0.083271
RF,0.082561
LULU,0.082277
NTRS,0.081909
LH,0.081751
INVH,0.080518
ON,0.078008
STX,0.077949
DGX,0.077838
LYB,0.077582
NDAQ,0.077189
NI,0.077176
FAST,0.077033
DG,0.076760
CFG,0.075735
CLX,0.075014
PFG,0.073350
WTW,0.072873
STLD,0.072680
TSN,0.072103
MOH,0.072008
SNA,0.072007
BAX,0.070713
EXR,0.070131
ODFL,0.069971
AVB,0.069829
WST,0.069174
