LLY,Eli Lilly and Co,11.95
UNH,UnitedHealth Group Inc,7.03
ABBV,AbbVie Inc,5.36
JNJ,Johnson & Johnson,4.76
ABT,Abbott Laboratories,3.85
MRK,Merck & Co Inc,3.58
ISRG,Intuitive Surgical Inc,3.28
TMO,Thermo Fisher Scientific Inc,3.25
AMGN,Amgen Inc,2.66
BSX,Boston Scientific Corp,2.46
PFE,Pfizer Inc,2.41
GILD,Gilead Sciences Inc,2.29
DHR,Danaher Corp,2.17
,Mktliq 12/31/2049,2.16
SYK,Stryker Corp,2.13
VRTX,Vertex Pharmaceuticals Inc,1.99
BMY,Bristol-Myers Squibb Co,1.94
MDT,Medtronic PLC,1.9
ELV,Elevance Health Inc,1.48
CI,The Cigna Group,1.38
CVS,CVS Health Corp,1.33
MCK,McKesson Corp,1.31
REGN,Regeneron Pharmaceuticals Inc,1.21
ZTS,Zoetis Inc Class A,1.21
BDX,Becton Dickinson & Co,1.05
HCA,HCA Healthcare Inc,0.94
COR,Cencora Inc,0.71
EW,Edwards Lifesciences Corp,0.68
GEHC,GE HealthCare Technologies Inc Common Stock,0.64
A,Agilent Technologies Inc,0.59
IDXX,IDEXX Laboratories Inc,0.58
DXCM,DexCom Inc,0.56
VEEV,Veeva Systems Inc Class A,0.56
IQV,IQVIA Holdings Inc,0.55
RMD,ResMed Inc,0.55
HUM,Humana Inc,0.52
ALNY,Alnylam Pharmaceuticals Inc,0.51
CAH,Cardinal Health Inc,0.5
CNC,Centene Corp,0.47
MTD,Mettler-Toledo International Inc,0.43
WAT,Waters Corp,0.36
STE,Steris PLC,0.35
LH,Labcorp Holdings Inc,0.34
BIIB,Biogen Inc,0.33
ZBH,Zimmer Biomet Holdings Inc,0.33
PODD,Insulet Corp,0.31
DGX,Quest Diagnostics Inc,0.31
NTRA,Natera Inc,0.31
COO,The Cooper Companies Inc,0.29
MOH,Molina Healthcare Inc,0.28
BAX,Baxter International Inc,0.28
WST,West Pharmaceutical Services Inc,0.27
ILMN,Illumina Inc,0.23
HOLX,Hologic Inc,0.23
BMRN,Biomarin Pharmaceutical Inc,0.22
UTHR,United Therapeutics Corp,0.22
RVTY,Revvity Inc,0.22
INSM,Insmed Inc,0.22
ALGN,Align Technology Inc,0.21
ITCI,Intra-Cellular Therapies Inc,0.2
RPRX,Royalty Pharma PLC Class A,0.2
SOLV,Solventum Corp,0.19
NBIX,Neurocrine Biosciences Inc,0.19
INCY,Incyte Corp,0.19
THC,Tenet Healthcare Corp,0.19
VTRS,Viatris Inc,0.18
UHS,Universal Health Services Inc Class B,0.17
PEN,Penumbra Inc,0.17
AVTR,Avantor Inc,0.17
TECH,Bio-Techne Corp,0.16
EXEL,Exelixis Inc,0.16
EHC,Encompass Health Corp,0.16
MRNA,Moderna Inc,0.16
HQY,HealthEquity Inc,0.15
CRL,Charles River Laboratories International Inc,0.14
RGEN,Repligen Corp,0.14
CHE,Chemed Corp,0.14
MASI,Masimo Corp,0.14
MEDP,Medpace Holdings Inc,0.14
EXAS,Exact Sciences Corp,0.14
HSIC,Henry Schein Inc,0.14
,Slbbh1142,0.13
HIMS,Hims & Hers Health Inc Ordinary Shares - Class A,0.13
PCVX,Vaxcyte Inc Ordinary Shares,0.13
JAZZ,Jazz Pharmaceuticals PLC,0.13
ENSG,Ensign Group Inc,0.12
HALO,Halozyme Therapeutics Inc,0.12
DOCS,Doximity Inc Class A,0.12
GMED,Globus Medical Inc Class A,0.11
GKOS,Glaukos Corp,0.11
DVA,DaVita Inc,0.11
SRPT,Sarepta Therapeutics Inc,0.11
LNTH,Lantheus Holdings Inc,0.1
MMSI,Merit Medical Systems Inc,0.1
BPMC,Blueprint Medicines Corp,0.1
TFX,Teleflex Inc,0.1
ELAN,Elanco Animal Health Inc,0.09
INSP,Inspire Medical Systems Inc,0.09
OPCH,Option Care Health Inc,0.09
CORT,Corcept Therapeutics Inc,0.09
RVMD,Revolution Medicines Inc Ordinary Shares,0.09
IONS,Ionis Pharmaceuticals Inc,0.08
BRKR,Bruker Corp,0.08
CYTK,Cytokinetics Inc,0.08
BIO,Bio-Rad Laboratories Inc Class A,0.08
GH,Guardant Health Inc,0.08
ALKS,Alkermes PLC,0.08
ITGR,Integer Holdings Corp,0.07
PBH,Prestige Consumer Healthcare Inc,0.07
BBIO,BridgeBio Pharma Inc,0.07
TGTX,TG Therapeutics Inc,0.07
MDGL,Madrigal Pharmaceuticals Inc,0.07
SWTX,SpringWorks Therapeutics Inc Ordinary Shares,0.06
NVST,Envista Holdings Corp Ordinary Shares,0.06
IRTC,iRhythm Technologies Inc,0.06
RDNT,RadNet Inc,0.06
