"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"US1TXWM0081","01"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","01","99","99","    2.85"," ","E"," 2"
"US1TXWM0081","02"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","02","99","99","    1.39"," ","E"," 2"
"US1TXWM0081","03"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","03","99","99","    3.23"," ","E"," 2"
"US1TXWM0081","04"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","04","99","99","    3.03"," ","E"," 3"
"US1TXWM0081","05"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","05","99","99","    4.77"," ","E"," 3"
"US1TXWM0081","06"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","06","99","99","    2.91"," ","E"," 3"
"US1TXWM0081","07"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","07","99","99","    2.32"," ","E"," 2"
"US1TXWM0081","08"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","08","99","99","    2.91"," ","E"," 3"
"US1TXWM0081","09"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","09","99","99","    4.38"," ","E"," 2"
"US1TXWM0081","10"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","10","99","99","    4.01"," ","E"," 3"
"US1TXWM0081","11"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","11","99","99","    1.90"," ","E"," 2"
"US1TXWM0081","12"," 30.5044"," -97.5732"," 214.0","HUTTO 3.4 SSW, TX US","12","99","99","    2.40"," ","E"," 2"
