City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Ackley,Iowa,1706,693,None,N/A,$54250,19.51%,42,N/A,N/A,N/A,65,82.58%,$547,47.2%,N/A,N/A,13.39%,3.02%,60.17%,Hardin County,32.70%,61.60%,1.17%,0.0%,81.89%,14.42%,6.51%,N/A,83,26,57,63,9,62%,58%,37,60,86,58%,71%,49%,40.66,15.07,4.58,31.42%,34.62%,26.67%,31.9,11,8.5,41.7,88,891,3.8,2.46,IA-00190,42.5518644,-93.0527841
Ackworth,Iowa,148,269,Des Moines-West Des Moines,702036,$73750,34.94%,38,N/A,N/A,N/A,21,46.7%,$986,41.07%,N/A,N/A,27.03%,8.22%,66.97%,Warren County,38.10%,54.30%,0.0%,0.0%,85.81%,0.0%,3.38%,Central Standard Time,86,32,54,64,12,60%,58%,39,61,90,58%,71%,49%,42.74,16.01,4.19,31.15%,33.63%,26.67%,38.9,25,N/A,48.6,80,864,3.9,0.55,IA-00235,41.3642276,-93.4723035
Adair,Iowa,856,386,None,N/A,$49423,21.19%,38,N/A,N/A,N/A,60,68.24%,$842,47.32%,N/A,N/A,6.82%,5.68%,66.67%,Adair County,29.70%,64.60%,5.84%,2.1%,86.68%,2.8%,5.37%,N/A,86,30,56,63,10,60%,58%,39,61,90,58%,71%,49%,40.85,15.45,3.69,27.45%,32.2%,18.44%,32.8,21,N/A,48.6,84,975,3.6,2.22,IA-00370,41.5003916,-94.6434454
Adel,Iowa,5867,1099,Des Moines-West Des Moines,702036,$67440,39.39%,37,$353000,1705,$207,42,77.79%,$691,37.78%,214,2141,7.86%,4.06%,74.14%,Dallas County,41.00%,50.60%,1.16%,1.16%,89.36%,2.52%,3.09%,Central Standard Time,86,30,56,64,11,60%,58%,39,61,90,58%,71%,49%,39.9,14.95,4.14,31.45%,34.29%,25.11%,36.9,21,N/A,48.6,81,774,3.9,5.34,IA-00505,41.6101283,-94.0123654
Afton,Iowa,914,905,None,N/A,$53618,17.38%,39,N/A,N/A,N/A,58,73.58%,$567,45.93%,N/A,N/A,10.39%,8.75%,64.43%,Union County,33.00%,60.40%,0.0%,1.75%,89.17%,7.77%,6.46%,N/A,85,31,54,63,11,60%,58%,39,61,89,58%,71%,49%,39.57,14.91,3.84,28.05%,31.43%,20.56%,38.9,25,N/A,48.6,84,1191,3.8,1.01,IA-00595,41.027589,-94.1952964
Agency,Iowa,473,830,Ottumwa,35343,$52604,17.19%,50,N/A,N/A,N/A,61,72.64%,$545,40.92%,N/A,N/A,12.26%,2.92%,58.82%,Wapello County,36.90%,57.50%,0.0%,0.0%,95.56%,1.9%,0.0%,N/A,86,33,53,65,15,60%,58%,39,61,90,58%,71%,49%,38.11,14.38,3.96,29.42%,31.76%,23.11%,22.2,11,N/A,48.6,82,771,3.9,0.57,IA-00640,40.9969789,-92.3072848
Ainsworth,Iowa,771,2084,Iowa City,174358,$66875,7.94%,36,N/A,N/A,N/A,N/A,78.93%,$635,49.83%,N/A,N/A,3.63%,2.44%,71.5%,Washington County,36.10%,56.50%,0.0%,2.33%,64.59%,31.0%,8.69%,Central Standard Time,85,31,54,63,12,59%,57%,39,62,88,53%,63%,46%,40.76,14.64,5.0,32.05%,35.6%,27.44%,38.6,21,N/A,46.7,83,627,3.9,0.37,IA-00730,41.2900882,-91.5544937
Akron,Iowa,1527,1241,Sioux City,148442,$53750,20.54%,42,N/A,N/A,N/A,55,75.3%,$618,49.68%,N/A,N/A,7.64%,4.25%,63.58%,Plymouth County,21.90%,73.40%,0.0%,0.13%,90.9%,3.99%,0.39%,Central Standard Time,86,27,59,63,8,60%,59%,37,61,91,60%,71%,54%,30.96,11.44,2.97,23.32%,27.14%,18.44%,31.5,15,N/A,42.1,88,1095,3.6,1.23,IA-00775,42.8267687,-96.5570262
Albert City,Iowa,624,1135,Storm Lake,20723,$69167,20.0%,49,$113000,1329,$85,72,69.68%,$675,48.31%,N/A,N/A,10.62%,0.62%,61.32%,Buena Vista County,34.50%,59.20%,0.0%,0.64%,94.23%,2.72%,5.29%,N/A,83,26,57,63,9,60%,59%,37,61,86,60%,71%,54%,32.01,12.06,2.63,26.93%,28.68%,21.67%,41.5,24,N/A,42.1,85,1299,3.6,0.55,IA-00865,42.7816026,-94.9491389
Albia,Iowa,3692,1143,None,N/A,$54282,23.87%,39,N/A,N/A,N/A,55,72.07%,$675,51.14%,375,1718,13.06%,2.06%,64.58%,Monroe County,27.30%,68.30%,2.33%,0.08%,93.96%,0.6%,2.41%,N/A,85,32,53,65,14,60%,58%,39,61,89,58%,71%,49%,40.52,15.35,4.65,29.42%,31.76%,23.11%,30.8,11,N/A,48.6,82,804,3.7,3.23,IA-00910,41.0267593,-92.8037431
