City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Abanda,Alabama,231,77,Valley,32865,$25787,0.0%,19,N/A,N/A,N/A,48,100.0%,N/A,43.33%,N/A,N/A,64.07%,30.3%,88.0%,Chambers County,41.60%,56.40%,0.0%,18.61%,81.39%,0.0%,0.0%,N/A,90,56,34,68,30,53%,54%,53,69,98,58%,62%,50%,59.04,14.78,17.91,36.38%,42.09%,40.56%,2.0,0,6.0,53.8,56,648,3.7,3.0,AL-00100,33.0926232,-85.525341
Abbeville,Alabama,2231,144,Dothan,150124,$36944,17.47%,52,$170000,2208,$77,53,67.39%,$508,63.99%,N/A,N/A,20.44%,7.63%,38.96%,Henry County,28.40%,69.80%,0.0%,38.5%,54.82%,4.75%,0.76%,Central Standard Time,93,61,32,71,38,53%,54%,53,69,105,58%,62%,50%,54.95,16.06,16.29,31.73%,39.34%,36.67%,0.1,0,6.0,53.8,52,339,3.8,15.54,AL-00124,31.5664074,-85.2527809
Adamsville,Alabama,4381,167,Birmingham-Hoover,1109895,$46150,13.72%,45,$162000,1800,$90,52,67.11%,$1030,60.66%,N/A,N/A,26.98%,11.54%,49.9%,Jefferson County,51.60%,44.30%,0.0%,56.36%,40.1%,0.0%,0.0%,Central Standard Time,91,55,36,72,35,55%,57%,51,68,101,58%,63%,49%,63.96,15.97,18.76,31.53%,34.51%,35.89%,1.2,0,6.2,58.8,39,429,5.2,26.22,AL-00460,33.638428,-87.013251
Addison,Alabama,697,185,None,N/A,$44000,10.04%,38,N/A,N/A,N/A,35,76.07%,$382,41.26%,N/A,N/A,10.33%,0.57%,65.85%,Winston County,8.50%,89.50%,0.0%,0.0%,96.84%,0.0%,0.0%,N/A,88,51,37,67,29,57%,57%,49,67,95,58%,63%,49%,58.84,13.33,17.32,33.34%,32.31%,39.44%,2.5,0,7.1,56.3,59,747,5.4,3.77,AL-00484,34.201653,-87.176568
Akron,Alabama,385,558,Tuscaloosa,265855,$28438,7.35%,38,N/A,N/A,N/A,63,84.76%,N/A,71.88%,N/A,N/A,15.58%,2.26%,52.52%,Hale County,59.40%,39.50%,0.0%,77.92%,22.08%,0.0%,0.0%,Central Standard Time,91,57,34,71,36,55%,56%,53,69,101,58%,63%,49%,56.28,13.79,17.04,26.38%,28.46%,32.89%,0.4,0,5.8,58.8,51,102,5.4,0.69,AL-00676,32.8785411,-87.7428561
Alabaster,Alabama,33133,1311,Birmingham-Hoover,1109895,$83181,38.95%,38,$290000,1946,$149,26,82.93%,$1171,40.65%,N/A,N/A,6.67%,3.93%,69.19%,Shelby County,22.70%,72.10%,1.36%,17.49%,69.03%,9.11%,5.65%,Central Standard Time,91,56,35,72,36,55%,57%,51,68,101,58%,63%,49%,58.55,13.42,18.5,32.71%,37.47%,36.44%,1.2,0,6.2,58.8,39,498,5,25.28,AL-00820,33.1967658,-86.847219
Albertville,Alabama,22268,827,Albertville,97179,$51718,20.53%,34,$224000,1710,$131,41,61.53%,$749,41.92%,N/A,N/A,20.78%,3.99%,58.23%,Marshall County,13.90%,82.80%,1.25%,3.69%,63.93%,29.76%,15.05%,N/A,88,50,38,71,33,57%,57%,49,67,95,58%,63%,49%,58.6,13.44,18.09,37.67%,37.03%,47.67%,2.5,0,7.1,56.3,59,927,5.1,26.94,AL-00988,34.263318,-86.2108527
Alexander City,Alabama,14765,338,None,N/A,$41778,17.45%,41,$194000,1658,$117,45,62.26%,$598,55.74%,N/A,N/A,17.78%,5.18%,51.3%,Tallapoosa County,28.30%,69.80%,0.17%,33.04%,60.22%,5.93%,3.3%,N/A,92,56,36,70,32,55%,56%,53,69,103,58%,62%,50%,57.11,13.7,18.41,31.97%,35.6%,39.22%,1.2,0,5.9,57.4,49,585,5.6,43.7,AL-01132,32.9228442,-85.935761
Alexandria,Alabama,4092,367,Anniston-Oxford-Jacksonville,116425,$88090,21.17%,39,$250000,2016,$124,35,96.34%,$871,44.11%,N/A,N/A,4.5%,1.14%,59.88%,Calhoun County,27.70%,68.70%,0.02%,9.82%,81.99%,0.0%,0.78%,Central Standard Time,91,55,36,70,34,55%,57%,51,68,101,58%,63%,49%,54.62,12.56,16.74,32.25%,35.82%,36.56%,1.2,0,6.2,58.8,52,576,5.5,11.14,AL-01180,33.767477,-85.8792068
Allgood,Alabama,867,834,Birmingham-Hoover,1109895,$56250,10.82%,31,N/A,N/A,N/A,38,66.46%,$713,46.55%,N/A,N/A,24.68%,25.22%,71.68%,Blount County,8.40%,89.30%,0.0%,0.0%,30.57%,66.32%,34.26%,Central Standard Time,90,53,37,70,32,55%,57%,51,68,99,58%,63%,49%,57.61,13.33,17.77,31.86%,34.18%,37.11%,1.2,0,6.2,58.8,59,1005,5,1.04,AL-01396,33.9063725,-86.517833
