City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alliance,Minnesota,267,7,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,38.14,MN-01054,46.6741181,-96.6105163
Baker,Minnesota,48,48,Fargo,247967,$61250,29.41%,35,N/A,N/A,N/A,75,68.29%,N/A,40.54%,N/A,N/A,6.25%,0.0%,86.11%,Clay County,44.10%,46.10%,0.0%,0.0%,95.83%,0.0%,8.33%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,1.01,MN-03214,46.7104887,-96.5579401
Barnesville,Minnesota,2757,1332,Fargo,247967,$62346,27.46%,33,N/A,N/A,N/A,43,81.03%,$747,47.38%,115,0,6.42%,2.1%,73.74%,Clay County,44.10%,46.10%,2.68%,0.15%,90.93%,4.21%,0.29%,Central Standard Time,81,20,61,60,1,62%,55%,31,56,82,56%,70%,48%,25.96,10.73,2.56,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,1101,3.1,2.07,MN-03574,46.6500897,-96.4163638
Barnesville township,Minnesota,2757,1332,Fargo,247967,$62346,27.46%,33,N/A,N/A,N/A,43,81.03%,$747,47.38%,115,0,6.42%,2.1%,73.74%,Clay County,44.10%,46.10%,2.68%,0.15%,90.93%,4.21%,0.29%,Central Standard Time,81,20,61,60,1,62%,55%,31,56,82,56%,70%,48%,25.96,10.73,2.56,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,1101,3.1,2.07,MN-03574,46.6500897,-96.4163638
Comstock,Minnesota,78,339,Fargo,247967,$98750,32.31%,60,N/A,N/A,N/A,N/A,100.0%,N/A,31.08%,N/A,N/A,2.56%,6.67%,61.64%,Clay County,44.10%,46.10%,5.13%,0.0%,94.87%,0.0%,5.13%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,0.23,MN-12862,46.6596149,-96.7465375
Cromwell township,Minnesota,438,238,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,20,64,60,2,62%,55%,31,56,86,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,1329,3.1,1.84,MN-13798,46.9342473,-96.3609167
Dilworth,Minnesota,4585,1428,Fargo,247967,$71829,32.48%,40,N/A,N/A,N/A,28,83.37%,$799,40.81%,133,6123,7.37%,1.48%,73.72%,Clay County,44.10%,46.10%,0.39%,4.69%,86.94%,6.15%,2.49%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,80,819,3.1,3.21,MN-15976,46.8795202,-96.6984731
Eglon,Minnesota,538,16,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,19,61,57,-1,62%,55%,31,56,81,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,1329,3.1,33.63,MN-18314,46.8484772,-96.2389896
Elkton township,Minnesota,359,280,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,831,3.1,1.28,MN-18710,46.7609978,-96.4838818
Elmwood,Minnesota,490,14,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,35.0,MN-19052,46.7609025,-96.6096642
Felton,Minnesota,114,113,Fargo,247967,$65278,4.4%,56,N/A,N/A,N/A,48,69.11%,$532,42.71%,N/A,N/A,2.63%,10.81%,77.08%,Clay County,44.10%,46.10%,0.0%,0.0%,100.0%,0.0%,0.0%,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,1.01,MN-20834,47.0749422,-96.5057848
Felton township,Minnesota,114,113,Fargo,247967,$65278,4.4%,56,N/A,N/A,N/A,48,69.11%,$532,42.71%,N/A,N/A,2.63%,10.81%,77.08%,Clay County,44.10%,46.10%,0.0%,0.0%,100.0%,0.0%,0.0%,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,1.01,MN-20834,47.0749422,-96.5057848
Flowing,Minnesota,42,1,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,42.0,MN-21482,47.0206766,-96.5001639
Georgetown,Minnesota,55,54,Fargo,247967,$55625,0.0%,42,N/A,N/A,N/A,49,89.29%,N/A,80.95%,N/A,N/A,7.27%,2.94%,80.95%,Clay County,44.10%,46.10%,0.0%,0.0%,74.55%,18.18%,0.0%,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,1.02,MN-23498,47.0784198,-96.7958719
Georgetown township,Minnesota,55,54,Fargo,247967,$55625,0.0%,42,N/A,N/A,N/A,49,89.29%,N/A,80.95%,N/A,N/A,7.27%,2.94%,80.95%,Clay County,44.10%,46.10%,0.0%,0.0%,74.55%,18.18%,0.0%,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,1.02,MN-23498,47.0784198,-96.7958719
Glyndon,Minnesota,1371,868,Fargo,247967,$82589,26.85%,31,N/A,N/A,N/A,36,80.84%,$574,41.7%,N/A,N/A,11.98%,5.39%,72.94%,Clay County,44.10%,46.10%,2.99%,1.17%,82.06%,7.22%,0.0%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,819,3.1,1.58,MN-24182,46.8709396,-96.5784078
Glyndon township,Minnesota,1371,868,Fargo,247967,$82589,26.85%,31,N/A,N/A,N/A,36,80.84%,$574,41.7%,N/A,N/A,11.98%,5.39%,72.94%,Clay County,44.10%,46.10%,2.99%,1.17%,82.06%,7.22%,0.0%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,819,3.1,1.58,MN-24182,46.8709396,-96.5784078
Goose Prairie,Minnesota,194,6,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,17,65,57,-2,62%,55%,31,56,84,56%,70%,48%,24.6,10.78,2.38,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,999,3.1,32.33,MN-24542,47.0212749,-96.2578816
Hagen,Minnesota,177,5,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,17,65,57,-2,62%,55%,31,56,84,56%,70%,48%,24.6,10.78,2.38,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,999,3.1,35.4,MN-26504,47.1075084,-96.3793302
Hawley township,Minnesota,2157,877,Fargo,247967,$80361,26.94%,34,N/A,N/A,N/A,48,77.83%,$737,39.02%,44,269,5.52%,2.74%,72.38%,Clay County,44.10%,46.10%,0.37%,1.67%,93.14%,2.55%,0.0%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,1329,3.1,2.46,MN-27746,46.8769885,-96.3179979
Highland Grove,Minnesota,301,9,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,80,19,61,57,-1,62%,55%,31,56,81,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,1329,3.1,33.44,MN-28988,46.9340983,-96.2371142
Hitterdal,Minnesota,328,386,Fargo,247967,$47000,12.5%,33,N/A,N/A,N/A,60,91.17%,$675,51.67%,N/A,N/A,7.32%,0.0%,63.64%,Clay County,44.10%,46.10%,0.0%,0.0%,76.52%,20.73%,0.0%,Central Standard Time,80,19,61,57,-1,62%,55%,31,56,81,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,1329,3.1,0.85,MN-29402,46.977794,-96.2583769
Holy Cross,Minnesota,165,5,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,33.0,MN-29906,46.6731597,-96.7326438
Humboldt township,Minnesota,259,2355,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,60,1,62%,55%,31,56,82,56%,70%,48%,26.44,11.65,2.59,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,1260,3.1,0.11,MN-30428,46.6750631,-96.3578296
Keene,Minnesota,140,4,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.6,10.78,2.38,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,999,3.1,35.0,MN-32552,47.0204681,-96.3791695
Kragnes,Minnesota,220,6,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,36.67,MN-33704,47.0203147,-96.7570304
Kurtz,Minnesota,224,7,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,32.0,MN-33812,46.7616979,-96.7304537
Moland,Minnesota,254,7,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,20,64,60,2,62%,55%,31,56,86,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,88,819,3.1,36.29,MN-43576,46.9342716,-96.6102146
Moorhead,Minnesota,44129,1982,Fargo,247967,$62940,39.4%,31,N/A,N/A,N/A,41,64.16%,$907,55.42%,N/A,N/A,17.86%,4.7%,70.73%,Clay County,44.10%,46.10%,1.98%,6.48%,83.36%,4.75%,6.53%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,24.1,9.73,2.28,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,69,825,3.1,22.27,MN-43864,46.867336,-96.7461784
Moorhead township,Minnesota,44129,1982,Fargo,247967,$62940,39.4%,31,N/A,N/A,N/A,41,64.16%,$907,55.42%,N/A,N/A,17.86%,4.7%,70.73%,Clay County,44.10%,46.10%,1.98%,6.48%,83.36%,4.75%,6.53%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,24.1,9.73,2.28,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,83,825,3.1,22.27,MN-43864,46.867336,-96.7461784
Morken,Minnesota,128,4,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,18,65,60,-1,62%,55%,31,56,85,56%,70%,48%,24.13,10.13,2.66,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,810,3.1,32.0,MN-44170,47.0207645,-96.6267201
Oakport township,Minnesota,859,30,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,20,64,60,2,62%,55%,31,56,86,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,80,819,3.1,28.63,MN-47923,46.9360521,-96.7703529
Parke,Minnesota,494,14,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,20,61,60,1,62%,55%,31,56,82,56%,70%,48%,25.46,10.61,2.47,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,89,1329,3.1,35.29,MN-49678,46.7614299,-96.2388223
Riverton township,Minnesota,582,719,Fargo,247967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clay County,44.10%,46.10%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.99,9.97,2.14,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,90,819,3.1,0.81,MN-54718,46.8479265,-96.4838569
Sabin,Minnesota,563,1224,Fargo,247967,$105938,26.1%,34,N/A,N/A,N/A,48,97.98%,N/A,26.79%,N/A,N/A,1.07%,3.48%,82.29%,Clay County,44.10%,46.10%,0.53%,0.0%,93.25%,2.31%,0.53%,Central Standard Time,83,19,64,60,0,62%,55%,31,56,85,56%,70%,48%,23.62,10.04,2.26,29.53%,31.65%,29.67%,48.6,39,N/A,31.8,84,831,3.1,0.46,MN-56554,46.7814084,-96.6542571
