City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Annandale,Virginia,41869,5334,Washington-Arlington-Alexandria,6332069,$106620,45.84%,39,$683000,2148,$318,52,61.9%,$1752,50.02%,N/A,N/A,10.67%,3.48%,70.37%,Fairfax County,64.40%,28.60%,23.1%,8.59%,33.36%,31.83%,44.71%,Eastern Standard Time,86,42,44,67,25,53%,53%,43,63,88,55%,61%,52%,46.5,13.5,9.28,34.03%,33.3%,37.0%,13.4,5,7.2,26.6,39,423,4,7.85,VA-01912,38.8323875,-77.1960029
Bailey's Crossroads,Virginia,24501,11952,Washington-Arlington-Alexandria,6332069,$73738,45.18%,34,$465000,1486,$313,44,35.2%,$1747,53.65%,N/A,N/A,23.01%,7.6%,67.86%,Fairfax County,64.40%,28.60%,12.0%,20.75%,27.97%,33.65%,47.23%,Eastern Standard Time,90,46,44,73,30,53%,53%,43,63,96,55%,61%,52%,46.5,13.5,9.28,32.44%,32.75%,33.0%,13.5,7,7.2,26.6,30,423,4,2.05,VA-04088,38.8477205,-77.1305267
Belle Haven,Virginia,6434,3249,Washington-Arlington-Alexandria,6332069,$120000,69.34%,45,$595000,1725,$345,62,80.5%,$1692,44.59%,N/A,N/A,2.46%,3.17%,67.78%,Fairfax County,64.40%,28.60%,2.78%,6.26%,77.85%,10.23%,13.58%,Eastern Standard Time,89,44,45,70,28,53%,53%,43,63,94,55%,61%,52%,49.11,15.77,9.61,35.04%,35.27%,36.78%,13.4,5,7.2,26.6,42,174,4,1.98,VA-05928,38.7774114,-77.0575995
Burke,Virginia,44191,5133,Washington-Arlington-Alexandria,6332069,$157336,64.17%,40,$718000,2309,$311,41,84.14%,$2451,36.06%,N/A,N/A,1.78%,6.33%,69.57%,Fairfax County,64.40%,28.60%,17.12%,7.26%,56.51%,14.24%,25.04%,Eastern Standard Time,86,42,44,67,25,53%,53%,43,63,88,55%,61%,52%,48.65,14.43,9.86,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,40,210,4,8.61,VA-11464,38.7772514,-77.2632777
Burke Centre,Virginia,18113,5787,Washington-Arlington-Alexandria,6332069,$140872,66.47%,38,$575000,1803,$319,37,79.59%,$2058,43.47%,N/A,N/A,5.35%,5.84%,69.71%,Fairfax County,64.40%,28.60%,14.81%,7.46%,57.69%,12.47%,21.44%,Eastern Standard Time,86,42,44,67,25,53%,53%,43,63,88,55%,61%,52%,48.65,14.43,9.86,34.03%,33.3%,37.0%,13.4,5,7.2,26.6,45,210,4,3.13,VA-11470,38.790315,-77.2998265
Centreville,Virginia,73064,6119,Washington-Arlington-Alexandria,6332069,$126990,57.99%,37,$524000,1795,$292,30,71.93%,$1922,41.97%,N/A,N/A,6.77%,4.51%,75.8%,Fairfax County,64.40%,28.60%,29.07%,7.4%,42.45%,16.61%,34.79%,Eastern Standard Time,89,43,46,67,25,53%,53%,43,63,94,55%,61%,52%,47.58,14.02,9.47,32.82%,32.75%,33.56%,21.0,8,7.2,26.6,47,327,4,11.94,VA-14440,38.8390605,-77.4388312
Chantilly,Virginia,23564,1964,Washington-Arlington-Alexandria,6332069,$131362,57.08%,40,$725000,2273,$319,34,74.7%,$1921,38.45%,N/A,N/A,3.86%,2.89%,72.78%,Fairfax County,64.40%,28.60%,38.24%,4.84%,33.16%,21.17%,45.45%,Eastern Standard Time,89,43,46,67,25,53%,53%,43,63,94,55%,61%,52%,47.58,14.02,9.47,32.82%,32.75%,33.56%,21.0,8,7.2,26.6,46,327,4,12.0,VA-14744,38.8867915,-77.445247
Clifton,Virginia,330,1320,Washington-Arlington-Alexandria,6332069,$192813,80.81%,38,$830000,3230,$257,N/A,97.41%,N/A,29.13%,N/A,N/A,0.0%,0.0%,68.07%,Fairfax County,64.40%,28.60%,0.61%,0.3%,97.88%,0.91%,3.64%,Eastern Standard Time,88,43,45,69,25,53%,53%,43,63,92,55%,61%,52%,48.65,14.43,9.86,34.03%,33.3%,37.0%,21.0,8,7.2,26.6,60,210,4,0.25,VA-17376,38.7802274,-77.3865562
Crosspointe,Virginia,5049,2285,Washington-Arlington-Alexandria,6332069,$187167,73.0%,48,$900000,3203,$281,27,92.72%,$3501,33.05%,N/A,N/A,1.27%,1.97%,65.56%,Fairfax County,64.40%,28.60%,13.03%,8.04%,64.09%,11.94%,14.85%,Eastern Standard Time,86,42,44,67,25,53%,53%,43,63,88,55%,61%,52%,48.65,14.43,9.86,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,47,210,4,2.21,VA-20436,38.7252859,-77.2638505
Dranesville,Virginia,11951,3112,Washington-Arlington-Alexandria,6332069,$189949,76.2%,42,$620000,1931,$321,36,92.09%,$3155,36.07%,N/A,N/A,2.57%,3.28%,70.39%,Fairfax County,64.40%,28.60%,13.53%,3.87%,72.2%,6.6%,17.99%,Eastern Standard Time,89,43,46,67,25,53%,53%,43,63,94,55%,61%,52%,47.41,13.97,9.43,32.82%,32.75%,33.56%,21.0,8,7.2,26.6,42,357,4,3.84,VA-23392,38.9955031,-77.3692592
