City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Alden,Illinois,188,1446,Chicago-Naperville-Elgin,9607711,N/A,0.0%,13,$85000,1809,$47,N/A,7.19%,N/A,0.0%,N/A,N/A,93.62%,0.0%,50.65%,McHenry County,42.20%,49.80%,0.0%,0.0%,6.38%,93.62%,34.57%,Central Standard Time,82,30,52,60,15,63%,61%,37,58,84,53%,66%,44%,40.39,14.2,6.18,33.67%,35.05%,30.78%,35.8,22,8.1,34.2,81,831,3.4,0.13,IL-00594,42.4586075,-88.5185166
Algonquin,Illinois,29869,2428,Chicago-Naperville-Elgin,9607711,$115346,44.22%,42,$316000,1915,$165,26,87.68%,$1725,41.01%,74,976,4.81%,5.41%,74.94%,McHenry County,42.20%,49.80%,6.79%,2.64%,77.32%,10.15%,12.29%,Central Standard Time,84,31,53,63,14,60%,56%,39,59,86,52%,65%,39%,42.34,14.3,6.86,37.1%,36.15%,37.11%,47.4,28,8.1,38.4,72,762,3.4,12.3,IL-00685,42.1628707,-88.315887
Algonquin township,Illinois,29869,2428,Chicago-Naperville-Elgin,9607711,$115346,44.22%,42,$316000,1915,$165,26,87.68%,$1725,41.01%,74,976,4.81%,5.41%,74.94%,McHenry County,42.20%,49.80%,6.79%,2.64%,77.32%,10.15%,12.29%,Central Standard Time,84,31,53,63,14,60%,56%,39,59,86,52%,65%,39%,42.34,14.3,6.86,37.1%,36.15%,37.11%,47.4,28,8.1,38.4,72,762,3.4,12.3,IL-00685,42.1628707,-88.315887
Bull Valley,Illinois,1250,137,Chicago-Naperville-Elgin,9607711,$109405,55.5%,58,$580000,2140,$271,37,94.93%,N/A,32.18%,N/A,N/A,5.23%,5.98%,53.87%,McHenry County,42.20%,49.80%,6.8%,0.0%,75.04%,16.4%,12.64%,Central Standard Time,84,32,52,63,15,60%,56%,39,59,86,52%,65%,39%,42.63,13.92,6.37,33.51%,34.4%,30.22%,47.4,28,8.1,38.4,79,876,3.4,9.13,IL-09531,42.3226202,-88.3634474
Burton township (McHenry Cnty),Illinois,4924,14921,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,McHenry County,42.20%,49.80%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,30,52,60,15,63%,61%,37,58,84,53%,66%,44%,40.14,13.17,6.35,34.36%,35.16%,33.22%,47.4,28,8.1,34.2,77,720,3.4,0.33,IL-10032,42.4552021,-88.218374
Cary,Illinois,17919,2876,Chicago-Naperville-Elgin,9607711,$106940,46.68%,39,$294000,1633,$180,34,88.54%,$1391,42.31%,45,778,3.11%,6.15%,77.74%,McHenry County,42.20%,49.80%,1.58%,0.25%,84.01%,9.85%,7.2%,Central Standard Time,84,31,53,62,13,60%,56%,39,59,86,52%,65%,39%,42.11,13.68,6.75,37.78%,38.57%,34.56%,47.4,28,8.1,38.4,73,741,3.4,6.23,IL-11592,42.212836,-88.2494103
Chemung CDP,Illinois,791,2825,Chicago-Naperville-Elgin,9607711,$39650,1.27%,34,N/A,N/A,N/A,56,59.76%,N/A,56.31%,N/A,N/A,47.03%,2.54%,49.89%,McHenry County,42.20%,49.80%,0.0%,0.0%,30.21%,69.79%,30.21%,Central Standard Time,84,29,55,62,12,60%,57%,37,58,86,52%,64%,45%,40.39,14.2,6.18,33.67%,35.05%,30.78%,35.8,22,8.1,40.5,81,831,3.4,0.28,IL-12879,42.4162008,-88.6641601
Chemung township,Illinois,791,2825,Chicago-Naperville-Elgin,9607711,$39650,1.27%,34,N/A,N/A,N/A,56,59.76%,N/A,56.31%,N/A,N/A,47.03%,2.54%,49.89%,McHenry County,42.20%,49.80%,0.0%,0.0%,30.21%,69.79%,30.21%,Central Standard Time,84,29,55,62,12,60%,57%,37,58,86,52%,64%,45%,40.39,14.2,6.18,33.67%,35.05%,30.78%,35.8,22,8.1,40.5,77,831,3.4,0.28,IL-12879,42.4162008,-88.6641601
Coral,Illinois,3490,87250,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0%,N/A,0.0%,N/A,N/A,0.0%,0.0%,0.0%,McHenry County,42.20%,49.80%,0.0%,0.0%,0.0%,0.0%,0.0%,Central Standard Time,84,29,55,62,12,60%,56%,39,59,86,52%,65%,39%,41.93,14.39,6.52,33.51%,34.4%,30.22%,35.8,22,8.1,38.4,79,744,3.4,0.04,IL-16301,42.2179945,-88.5662034
Crystal Lake,Illinois,40082,2118,Chicago-Naperville-Elgin,9607711,$96274,40.5%,40,$251000,1662,$151,33,79.93%,$1336,42.15%,112,1229,5.76%,4.74%,70.18%,McHenry County,42.20%,49.80%,3.12%,0.92%,80.92%,12.45%,8.82%,Central Standard Time,84,32,52,63,15,60%,56%,39,59,86,52%,65%,39%,41.93,14.39,6.52,37.78%,38.57%,34.56%,47.4,28,8.1,38.4,72,861,3.4,18.92,IL-17887,42.233276,-88.3350897
