City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Addison,Illinois,35470,3608,Chicago-Naperville-Elgin,9607711,$87587,21.86%,41,$319000,1430,$223,48,66.17%,$1238,46.06%,199,1153,8.84%,4.43%,69.97%,DuPage County,53.10%,38.60%,8.94%,3.41%,42.86%,43.77%,35.38%,Central Standard Time,85,32,53,67,19,60%,56%,39,59,88,52%,65%,39%,43.04,13.55,7.46,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,52,660,3.4,9.83,IL-00243,41.9313394,-88.0085115
Addison township,Illinois,35470,3608,Chicago-Naperville-Elgin,9607711,$87587,21.86%,41,$319000,1430,$223,48,66.17%,$1238,46.06%,199,1153,8.84%,4.43%,69.97%,DuPage County,53.10%,38.60%,8.94%,3.41%,42.86%,43.77%,35.38%,Central Standard Time,85,32,53,67,19,60%,56%,39,59,88,52%,65%,39%,43.04,13.55,7.46,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,50,660,3.4,9.83,IL-00243,41.9313394,-88.0085115
Bartlett,Illinois,40531,2577,Chicago-Naperville-Elgin,9607711,$130479,48.47%,41,$344000,1782,$193,28,87.36%,$1857,37.89%,56,459,2.68%,2.04%,72.5%,DuPage County,53.10%,38.60%,17.88%,4.29%,60.84%,14.75%,20.34%,Central Standard Time,84,31,53,64,16,60%,56%,39,59,86,52%,65%,39%,34.87,11.28,4.53,33.32%,36.48%,27.89%,46.2,27,8.1,38.4,69,690,3.4,15.73,IL-04013,41.9565914,-88.21499
Bensenville,Illinois,18576,3359,Chicago-Naperville-Elgin,9607711,$78298,20.58%,37,$277000,1522,$182,50,57.49%,$1374,52.93%,93,1070,8.4%,4.59%,69.2%,DuPage County,53.10%,38.60%,3.17%,5.81%,40.18%,49.74%,31.61%,Central Standard Time,85,32,53,67,19,60%,56%,39,59,88,52%,65%,39%,41.62,13.0,6.94,36.08%,35.82%,37.22%,42.4,27,8.1,38.4,41,603,3.4,5.53,IL-05248,41.9580468,-87.9442133
Bloomingdale,Illinois,22388,3307,Chicago-Naperville-Elgin,9607711,$98891,43.69%,43,$323000,1727,$187,39,74.51%,$1607,44.1%,86,1975,6.75%,4.48%,63.87%,DuPage County,53.10%,38.60%,14.57%,4.1%,68.78%,11.65%,19.46%,Central Standard Time,84,31,53,64,16,60%,56%,39,59,86,52%,65%,39%,42.64,12.83,6.89,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,62,696,3.4,6.77,IL-06587,41.9496536,-88.0894771
Bloomingdale township,Illinois,22388,3307,Chicago-Naperville-Elgin,9607711,$98891,43.69%,43,$323000,1727,$187,39,74.51%,$1607,44.1%,86,1975,6.75%,4.48%,63.87%,DuPage County,53.10%,38.60%,14.57%,4.1%,68.78%,11.65%,19.46%,Central Standard Time,84,31,53,64,16,60%,56%,39,59,86,52%,65%,39%,42.64,12.83,6.89,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,61,696,3.4,6.77,IL-06587,41.9496536,-88.0894771
Burr Ridge,Illinois,11119,1557,Chicago-Naperville-Elgin,9607711,$154508,69.23%,58,$575000,2255,$255,31,94.2%,$3000,32.78%,64,1477,5.19%,3.62%,55.37%,DuPage County,53.10%,38.60%,14.89%,0.16%,72.42%,4.18%,22.81%,Central Standard Time,90,34,56,64,15,60%,56%,39,59,97,52%,65%,39%,43.76,14.04,7.34,35.48%,37.8%,33.89%,40.8,28,8.1,38.4,62,663,3.4,7.14,IL-09980,41.7484974,-87.9199317
Carol Stream,Illinois,39427,4323,Chicago-Naperville-Elgin,9607711,$105395,43.76%,39,$290000,1450,$200,36,71.01%,$1465,43.96%,73,1040,7.0%,4.17%,70.22%,DuPage County,53.10%,38.60%,19.55%,6.4%,50.48%,18.35%,28.56%,Central Standard Time,84,31,53,64,16,60%,56%,39,59,86,52%,65%,39%,43.3,13.45,7.39,33.32%,36.48%,27.89%,46.2,27,8.1,38.4,64,693,3.4,9.12,IL-11332,41.9181638,-88.1307503
Clarendon Hills,Illinois,8642,4775,Chicago-Naperville-Elgin,9607711,$125826,77.39%,41,$865000,2637,$328,39,90.89%,$1124,37.41%,56,498,7.88%,2.83%,62.89%,DuPage County,53.10%,38.60%,11.13%,0.69%,80.85%,3.33%,13.12%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,45.41,14.27,7.61,33.78%,35.38%,32.22%,40.8,28,8.1,38.4,59,684,3.4,1.81,IL-14572,41.7980534,-87.95685
Darien,Illinois,21855,3542,Chicago-Naperville-Elgin,9607711,$109354,51.71%,45,$273000,1345,$203,42,82.99%,$1671,42.68%,50,998,3.83%,3.94%,66.45%,DuPage County,53.10%,38.60%,11.16%,3.05%,73.55%,8.56%,18.57%,Central Standard Time,90,34,56,64,15,60%,56%,39,59,97,52%,65%,39%,43.99,14.55,7.06,35.48%,37.8%,33.89%,40.8,28,8.1,38.4,63,687,3.4,6.17,IL-18628,41.7447642,-87.982206
Downers Grove,Illinois,49867,3406,Chicago-Naperville-Elgin,9607711,$119649,58.79%,43,$400000,1754,$228,46,80.08%,$1589,43.42%,93,1480,4.93%,3.95%,67.79%,DuPage County,53.10%,38.60%,5.89%,2.78%,82.05%,5.67%,9.89%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,45.41,14.27,7.61,33.78%,35.38%,32.22%,40.8,28,8.1,38.4,60,684,3.4,14.64,IL-20591,41.7948752,-88.0171449
Downers Grove township,Illinois,49867,3406,Chicago-Naperville-Elgin,9607711,$119649,58.79%,43,$400000,1754,$228,46,80.08%,$1589,43.42%,93,1480,4.93%,3.95%,67.79%,DuPage County,53.10%,38.60%,5.89%,2.78%,82.05%,5.67%,9.89%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,45.41,14.27,7.61,33.78%,35.38%,32.22%,40.8,28,8.1,38.4,61,684,3.4,14.64,IL-20591,41.7948752,-88.0171449
Elmhurst,Illinois,45538,4456,Chicago-Naperville-Elgin,9607711,$145374,63.01%,42,$471000,1581,$298,56,85.93%,$1877,40.23%,74,1020,3.48%,4.76%,66.43%,DuPage County,53.10%,38.60%,6.7%,1.84%,77.63%,10.08%,10.35%,Central Standard Time,85,32,53,67,19,60%,56%,39,59,88,52%,65%,39%,42.04,13.19,6.75,36.08%,35.82%,37.22%,42.4,27,8.1,38.4,44,627,3.4,10.22,IL-23620,41.8973381,-87.9432107
Glen Ellyn,Illinois,28270,4127,Chicago-Naperville-Elgin,9607711,$133346,68.31%,41,$490000,1892,$259,48,83.1%,$1326,38.16%,71,873,5.46%,5.81%,65.31%,DuPage County,53.10%,38.60%,10.52%,3.23%,75.26%,7.38%,12.14%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,42.44,12.99,7.13,33.78%,35.38%,32.22%,42.4,27,8.1,38.4,60,723,3.4,6.85,IL-29756,41.866689,-88.0629041
Glendale Heights,Illinois,32864,6097,Chicago-Naperville-Elgin,9607711,$82232,30.07%,36,$220000,1215,$181,42,65.88%,$1562,51.85%,82,1101,9.55%,5.24%,71.06%,DuPage County,53.10%,38.60%,24.1%,11.92%,29.61%,31.43%,38.04%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,43.3,13.45,7.39,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,60,693,3.4,5.39,IL-29730,41.9194763,-88.0785111
Hinsdale,Illinois,17155,3713,Chicago-Naperville-Elgin,9607711,$250001,81.26%,42,$736000,2512,$293,41,88.08%,$1981,30.54%,28,996,1.83%,2.71%,61.53%,DuPage County,53.10%,38.60%,15.32%,1.62%,72.53%,5.71%,15.14%,Central Standard Time,90,34,56,64,15,60%,56%,39,59,97,52%,65%,39%,44.46,13.66,7.7,35.48%,37.8%,33.89%,40.8,28,8.1,38.4,58,603,3.4,4.62,IL-35307,41.8006339,-87.9273194
Itasca,Illinois,9525,1897,Chicago-Naperville-Elgin,9607711,$111898,53.08%,42,$478000,2390,$200,42,76.06%,$1779,40.87%,79,1086,1.84%,2.66%,72.67%,DuPage County,53.10%,38.60%,14.85%,0.69%,65.3%,14.88%,23.78%,Central Standard Time,85,32,53,67,19,60%,56%,39,59,88,52%,65%,39%,42.64,12.83,6.89,34.08%,33.85%,34.67%,42.4,27,8.1,38.4,56,696,3.4,5.02,IL-37907,41.9771732,-88.0183011
Lisle,Illinois,23413,3393,Chicago-Naperville-Elgin,9607711,$106173,62.38%,37,$360000,1748,$206,38,67.77%,$1540,47.01%,38,633,5.74%,4.05%,71.32%,DuPage County,53.10%,38.60%,16.29%,4.43%,68.44%,7.79%,15.8%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,44.18,14.31,7.28,33.78%,35.38%,32.22%,35.6,25,8.1,38.4,61,675,3.4,6.9,IL-43939,41.791823,-88.0888054
Lisle township,Illinois,23413,3393,Chicago-Naperville-Elgin,9607711,$106173,62.38%,37,$360000,1748,$206,38,67.77%,$1540,47.01%,38,633,5.74%,4.05%,71.32%,DuPage County,53.10%,38.60%,16.29%,4.43%,68.44%,7.79%,15.8%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,44.18,14.31,7.28,33.78%,35.38%,32.22%,35.6,25,8.1,38.4,63,675,3.4,6.9,IL-43939,41.791823,-88.0888054
Lombard,Illinois,43722,4278,Chicago-Naperville-Elgin,9607711,$97253,49.2%,39,$300000,1435,$209,49,73.03%,$1834,46.95%,96,2124,6.68%,4.67%,70.8%,DuPage County,53.10%,38.60%,11.45%,5.59%,66.05%,13.16%,16.24%,Central Standard Time,85,32,53,62,15,60%,56%,39,59,88,52%,65%,39%,41.2,12.96,6.56,33.78%,35.38%,32.22%,42.4,27,8.1,38.4,55,648,3.4,10.22,IL-44407,41.8741138,-88.0156927
