City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Arlington,Texas,397269,4144,Dallas-Fort Worth-Arlington,7543340,$63351,30.95%,33,$320000,1749,$183,36,59.02%,$1089,52.16%,510,2806,14.21%,5.21%,69.5%,Tarrant County,43.10%,51.70%,6.62%,22.9%,38.46%,29.22%,20.81%,Central Standard Time,97,58,39,75,36,54%,50%,51,67,109,61%,71%,56%,35.67,6.53,6.89,21.48%,18.24%,20.56%,2.3,0,N/A,45.7,46,576,5.7,95.87,TX-04000,32.6997793,-97.1250742
Azle,Texas,12950,1473,Dallas-Fort Worth-Arlington,7543340,$76924,22.43%,39,$330000,1919,$172,36,73.35%,$1091,42.14%,102,1723,11.31%,4.32%,64.02%,Tarrant County,43.10%,51.70%,0.39%,0.36%,90.46%,6.26%,2.49%,Central Standard Time,98,57,41,75,34,54%,50%,51,67,111,61%,71%,56%,37.56,8.46,6.82,20.49%,18.02%,19.89%,2.3,0,N/A,45.7,33,564,5.7,8.79,TX-05168,32.895476,-97.5378956
Bedford,Texas,49145,4900,Dallas-Fort Worth-Arlington,7543340,$71644,37.94%,39,$406000,2010,$202,37,56.02%,$1166,48.57%,291,2029,6.22%,3.51%,69.04%,Tarrant County,43.10%,51.70%,6.23%,12.98%,61.22%,15.13%,11.15%,Central Standard Time,96,56,40,76,35,54%,50%,51,67,106,61%,71%,56%,39.68,8.9,7.6,22.05%,19.78%,20.0%,2.3,0,N/A,45.7,44,552,5.7,10.03,TX-07132,32.8464265,-97.1349988
Benbrook,Texas,23337,2169,Dallas-Fort Worth-Arlington,7543340,$73945,41.32%,38,$310000,1751,$177,37,75.46%,$1085,45.39%,159,1541,5.33%,3.72%,69.4%,Tarrant County,43.10%,51.70%,1.54%,4.67%,66.9%,24.0%,5.33%,Central Standard Time,98,59,39,74,33,54%,50%,51,67,111,61%,71%,56%,37.82,8.38,6.63,21.12%,18.79%,20.44%,2.3,0,N/A,45.7,40,621,5.7,10.76,TX-07552,32.6787504,-97.4638004
Blue Mound,Texas,2317,4543,Dallas-Fort Worth-Arlington,7543340,$54167,4.04%,37,$209000,1061,$197,53,79.54%,$1168,42.11%,201,1167,7.51%,5.94%,65.66%,Tarrant County,43.10%,51.70%,0.39%,0.13%,38.2%,60.64%,24.69%,Central Standard Time,98,60,38,76,36,54%,50%,51,67,111,61%,71%,56%,37.46,8.65,6.63,21.81%,19.01%,21.56%,2.3,0,N/A,45.7,37,687,5.7,0.51,TX-08860,32.8542567,-97.3383694
Briar,Texas,5255,258,Dallas-Fort Worth-Arlington,7543340,$59311,15.88%,43,$535000,2346,$228,36,85.86%,$787,53.27%,N/A,N/A,7.61%,1.99%,57.98%,Tarrant County,43.10%,51.70%,0.0%,0.0%,84.19%,15.11%,9.8%,Central Standard Time,98,57,41,75,34,54%,50%,51,67,111,61%,71%,56%,38.03,8.75,7.01,20.71%,18.13%,19.56%,2.3,0,N/A,45.7,39,618,5.7,20.33,TX-10192,32.9669291,-97.5293722
Colleyville,Texas,26766,2040,Dallas-Fort Worth-Arlington,7543340,$171485,63.71%,47,$822000,3411,$241,27,96.94%,$2261,28.86%,18,614,2.67%,4.6%,63.78%,Tarrant County,43.10%,51.70%,5.29%,1.6%,82.94%,8.31%,9.07%,Central Standard Time,97,56,41,75,34,54%,50%,51,67,109,61%,71%,56%,38.63,8.65,7.43,24.85%,20.55%,25.11%,2.3,0,N/A,45.7,46,588,5.7,13.12,TX-15988,32.8913756,-97.1486714
Crowley,Texas,15972,2185,Dallas-Fort Worth-Arlington,7543340,$76677,20.98%,34,$305000,1763,$173,20,72.74%,$1368,46.79%,237,2608,8.81%,6.32%,70.41%,Tarrant County,43.10%,51.70%,2.13%,20.83%,50.87%,23.27%,5.1%,Central Standard Time,96,57,39,73,33,54%,50%,51,67,106,61%,71%,56%,36.69,7.11,6.85,18.74%,15.49%,18.56%,2.3,0,N/A,45.7,44,696,5.7,7.31,TX-17960,32.5781332,-97.3585185
Dalworthington Gardens,Texas,2192,1225,Dallas-Fort Worth-Arlington,7543340,$111979,45.69%,52,$244000,1730,$141,36,80.35%,$1353,36.56%,83,915,6.2%,4.66%,64.54%,Tarrant County,43.10%,51.70%,8.9%,7.66%,74.0%,8.26%,9.26%,Central Standard Time,97,58,39,75,36,54%,50%,51,67,109,61%,71%,56%,35.67,6.53,6.89,21.48%,18.24%,20.56%,2.3,0,N/A,45.7,48,576,5.7,1.79,TX-19084,32.6936949,-97.1566689
Edgecliff Village,Texas,3007,2527,Dallas-Fort Worth-Arlington,7543340,$67262,22.64%,39,$341000,2105,$162,44,80.41%,$1563,46.5%,N/A,N/A,12.6%,5.37%,59.97%,Tarrant County,43.10%,51.70%,4.09%,14.87%,39.71%,37.94%,14.9%,Central Standard Time,98,59,39,74,33,54%,50%,51,67,111,61%,71%,56%,38.83,8.04,7.18,21.12%,18.79%,20.44%,2.3,0,N/A,45.7,42,696,5.7,1.19,TX-22588,32.6560773,-97.3405975
