City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Barclay,Maryland,203,781,Baltimore-Columbia-Towson,2837237,$57083,12.71%,38,$320000,1788,$179,36,63.6%,$1637,67.68%,N/A,N/A,8.87%,7.69%,57.96%,Queen Anne's County,30.10%,64.10%,0.0%,18.72%,29.06%,52.22%,9.36%,Eastern Standard Time,88,45,43,70,28,53%,53%,43,63,92,55%,61%,52%,50.94,14.67,11.03,35.75%,35.16%,38.11%,15.0,6,7.2,26.6,79,18,4.1,0.26,MD-04250,39.1450586,-75.8655108
Centreville,Maryland,4725,1724,Baltimore-Columbia-Towson,2837237,$93276,43.88%,40,$482000,2351,$205,18,85.18%,$1235,45.72%,81,798,5.71%,2.47%,62.19%,Queen Anne's County,30.10%,64.10%,1.12%,10.9%,84.49%,0.76%,3.37%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,49.22,14.07,10.42,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,77,36,4.1,2.74,MD-14950,39.0419188,-76.0630718
Chester,Maryland,4539,866,Baltimore-Columbia-Towson,2837237,$90938,37.61%,44,$640000,2540,$252,29,61.84%,$1849,49.52%,N/A,N/A,10.64%,2.35%,66.15%,Queen Anne's County,30.10%,64.10%,1.26%,7.84%,80.37%,6.15%,10.09%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,48.86,14.75,9.79,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,71,9,4.1,5.24,MD-16125,38.9686548,-76.2796543
Church Hill,Maryland,1052,1461,Baltimore-Columbia-Towson,2837237,$69688,24.5%,33,$390000,1653,$236,37,77.91%,$1179,50.13%,N/A,N/A,10.19%,0.4%,65.52%,Queen Anne's County,30.10%,64.10%,5.42%,12.83%,64.07%,15.4%,15.3%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,50.94,14.67,11.03,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,77,18,4.1,0.72,MD-17100,39.1450006,-75.9807698
Grasonville,Maryland,3431,620,Baltimore-Columbia-Towson,2837237,$111842,34.35%,42,$538000,2319,$232,25,71.54%,$1564,48.26%,N/A,N/A,11.32%,2.3%,72.83%,Queen Anne's County,30.10%,64.10%,0.55%,5.48%,74.76%,6.03%,4.69%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,48.86,14.75,9.79,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,74,9,4.1,5.53,MD-34550,38.9581361,-76.1967357
Kent Narrows,Maryland,444,472,Baltimore-Columbia-Towson,2837237,$176429,64.19%,59,$525000,1768,$297,26,90.12%,N/A,25.81%,N/A,N/A,2.25%,0.0%,55.91%,Queen Anne's County,30.10%,64.10%,0.0%,4.95%,95.05%,0.0%,1.35%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,48.86,14.75,9.79,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,74,9,4.1,0.94,MD-43725,38.9757742,-76.2379634
Kingstown,Maryland,1836,809,Baltimore-Columbia-Towson,2837237,$90288,42.86%,50,$230000,1055,$218,43,74.7%,$1806,46.07%,N/A,N/A,18.52%,2.97%,53.55%,Queen Anne's County,30.10%,64.10%,0.0%,2.23%,95.04%,2.12%,0.0%,Eastern Standard Time,87,42,45,68,25,53%,53%,43,63,90,55%,61%,52%,49.41,15.65,10.11,32.52%,32.75%,34.11%,19.1,6,7.2,26.6,77,51,4.1,2.27,MD-44325,39.2036414,-76.0465728
Queen Anne town,Maryland,237,1693,Baltimore-Columbia-Towson,2837237,$106094,26.28%,42,$400000,1794,$223,82,63.38%,$1200,58.49%,N/A,N/A,16.03%,3.2%,60.1%,Queen Anne's County,30.10%,64.10%,2.11%,21.52%,65.4%,1.69%,1.27%,Eastern Standard Time,89,45,44,71,30,53%,53%,43,63,94,55%,61%,52%,49.22,14.07,10.42,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,78,36,4.1,0.14,MD-64500,38.9193241,-75.9534622
Queenstown,Maryland,990,493,Baltimore-Columbia-Towson,2837237,$106500,35.76%,36,N/A,N/A,N/A,43,49.26%,$1814,43.16%,N/A,N/A,23.75%,2.44%,71.64%,Queen Anne's County,30.10%,64.10%,0.0%,8.69%,51.31%,38.28%,22.12%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,48.86,14.75,9.79,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,76,9,4.1,2.01,MD-64600,38.9867306,-76.1633411
Stevensville,Maryland,8693,1350,Baltimore-Columbia-Towson,2837237,$131618,41.61%,42,$450000,1364,$330,27,74.65%,$1735,43.36%,N/A,N/A,5.66%,4.27%,73.37%,Queen Anne's County,30.10%,64.10%,2.3%,5.21%,83.62%,2.16%,4.67%,Eastern Standard Time,88,43,45,72,29,53%,53%,43,63,92,55%,61%,52%,48.86,14.75,9.79,34.0%,32.42%,37.22%,15.0,6,7.2,26.6,71,9,4.1,6.44,MD-75025,38.9744463,-76.3185385
Sudlersville,Maryland,361,238,Baltimore-Columbia-Towson,2837237,$52750,15.38%,54,$530000,2732,$194,59,64.96%,$555,54.93%,N/A,N/A,17.73%,5.3%,50.33%,Queen Anne's County,30.10%,64.10%,0.0%,6.65%,78.39%,11.08%,3.88%,Eastern Standard Time,88,45,43,70,28,53%,53%,43,63,92,55%,61%,52%,50.94,14.67,11.03,35.75%,35.16%,38.11%,22.0,9,7.2,26.6,79,18,4.1,1.52,MD-75650,39.1832612,-75.8535403
