City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Cibolo,Texas,33829,1618,San Antonio-New Braunfels,2529453,$125230,40.08%,36,$357000,2274,$157,13,85.84%,$2008,42.94%,121,871,3.48%,6.67%,65.77%,Guadalupe County,31.60%,63.00%,3.85%,15.82%,45.71%,28.86%,7.35%,Central Standard Time,97,64,33,74,40,55%,53%,55,69,110,57%,69%,51%,32.35,7.76,5.53,25.34%,18.57%,30.0%,0.2,0,8.3,36.3,69,699,5.9,20.91,TX-14920,29.5634356,-98.2115014
Geronimo,Texas,977,120,San Antonio-New Braunfels,2529453,$63661,21.81%,30,$273000,1784,$153,17,60.28%,N/A,44.31%,N/A,N/A,0.0%,2.04%,73.5%,Guadalupe County,31.60%,63.00%,0.0%,0.92%,38.38%,57.32%,4.2%,Central Standard Time,99,65,34,74,40,55%,53%,55,69,115,57%,69%,51%,32.3,7.35,5.96,21.15%,17.03%,21.78%,0.2,0,8.3,36.3,70,561,5.9,8.15,TX-29384,29.6728049,-97.9685681
Kingsbury,Texas,186,72,San Antonio-New Braunfels,2529453,$78125,40.0%,39,N/A,N/A,N/A,20,100.0%,N/A,28.06%,N/A,N/A,36.11%,3.75%,59.7%,Guadalupe County,31.60%,63.00%,0.0%,0.0%,73.12%,26.88%,0.54%,Central Standard Time,99,63,36,74,39,55%,53%,55,69,115,57%,69%,51%,29.52,6.61,5.68,11.67%,10.11%,10.22%,0.1,0,8.3,36.3,70,465,5.9,2.58,TX-39292,29.620501,-97.788697
Lake Dunlap,Texas,1230,820,San Antonio-New Braunfels,2529453,$73056,11.14%,42,$262000,1284,$204,39,90.69%,N/A,49.63%,N/A,N/A,14.31%,0.0%,57.87%,Guadalupe County,31.60%,63.00%,0.0%,0.0%,76.83%,23.17%,2.68%,Central Standard Time,99,65,34,74,40,55%,53%,55,69,115,57%,69%,51%,32.45,7.51,5.6,21.15%,17.03%,21.78%,0.2,0,8.3,36.3,71,663,5.9,1.5,TX-40522,29.6682615,-98.0772797
Marion,Texas,1088,1395,San Antonio-New Braunfels,2529453,$63214,13.86%,37,$237000,1049,$226,30,69.19%,$1210,55.18%,N/A,N/A,18.11%,2.77%,63.8%,Guadalupe County,31.60%,63.00%,3.58%,7.08%,38.42%,46.42%,11.95%,Central Standard Time,96,63,33,73,37,55%,53%,55,69,108,57%,69%,51%,32.3,8.04,5.67,25.34%,18.57%,30.0%,0.2,0,8.3,36.3,72,660,5.9,0.78,TX-46692,29.5725683,-98.1429411
McQueeney,Texas,2469,604,San Antonio-New Braunfels,2529453,$95950,21.12%,46,$640000,3019,$212,29,85.84%,N/A,37.83%,N/A,N/A,13.69%,5.56%,64.79%,Guadalupe County,31.60%,63.00%,3.89%,3.44%,61.97%,27.83%,4.17%,Central Standard Time,99,65,34,74,40,55%,53%,55,69,115,57%,69%,51%,32.93,7.66,6.03,21.26%,17.03%,22.89%,0.2,0,8.3,36.3,70,483,5.9,4.09,TX-45948,29.5999986,-98.0439891
New Berlin,Texas,724,75,San Antonio-New Braunfels,2529453,$106146,41.93%,50,$600000,2564,$234,26,87.75%,$1356,37.02%,N/A,N/A,2.49%,2.86%,54.26%,Guadalupe County,31.60%,63.00%,0.0%,2.35%,79.14%,11.05%,0.0%,Central Standard Time,97,64,33,74,40,55%,53%,55,69,110,57%,69%,51%,32.3,8.04,5.67,21.26%,17.03%,22.89%,0.2,0,8.3,36.3,73,591,5.9,9.63,TX-50796,29.4890488,-98.1093734
Redwood,Texas,3586,556,San Antonio-New Braunfels,2529453,$82411,9.16%,36,$340000,2237,$152,30,80.02%,$1042,48.26%,N/A,N/A,2.13%,5.48%,71.8%,Guadalupe County,31.60%,63.00%,0.0%,1.84%,11.57%,86.17%,9.56%,Central Standard Time,98,62,36,75,38,55%,51%,55,68,112,58%,69%,52%,33.57,7.45,6.3,19.84%,15.49%,21.89%,0.2,0,6.5,41.1,70,567,5.9,6.45,TX-61352,29.8100255,-97.9103031
Santa Clara,Texas,677,315,San Antonio-New Braunfels,2529453,$90139,26.49%,48,N/A,N/A,N/A,23,80.68%,N/A,34.18%,N/A,N/A,14.69%,2.69%,57.76%,Guadalupe County,31.60%,63.00%,2.95%,2.22%,67.21%,24.52%,7.39%,Central Standard Time,96,63,33,73,37,55%,53%,55,69,108,57%,69%,51%,32.35,7.76,5.53,25.34%,18.57%,30.0%,0.2,0,8.3,36.3,71,660,5.9,2.15,TX-65690,29.5906562,-98.155469
Schertz,Texas,43128,1344,San Antonio-New Braunfels,2529453,$96633,40.23%,38,$328000,2201,$149,19,77.43%,$1593,40.53%,184,1320,5.65%,5.69%,64.95%,Guadalupe County,31.60%,63.00%,2.6%,12.29%,47.79%,32.36%,6.33%,Central Standard Time,97,64,33,74,40,55%,53%,55,69,110,57%,69%,51%,32.35,7.76,5.53,25.34%,18.57%,30.0%,0.2,0,8.3,36.3,67,699,5.9,32.08,TX-66128,29.5650235,-98.2534965
Seguin,Texas,31789,830,San Antonio-New Braunfels,2529453,$61896,20.07%,38,$320000,1768,$181,36,65.43%,$1135,54.55%,277,2360,17.89%,3.63%,61.73%,Guadalupe County,31.60%,63.00%,1.01%,6.89%,32.49%,57.33%,9.32%,Central Standard Time,99,65,34,74,40,55%,53%,55,69,115,57%,69%,51%,31.15,8.26,5.73,21.26%,17.03%,22.89%,0.1,0,8.3,36.3,59,462,5.9,38.28,TX-66644,29.5891661,-97.9676488
Staples,Texas,303,202,San Antonio-New Braunfels,2529453,$79464,23.58%,44,N/A,N/A,N/A,39,82.22%,$1375,44.11%,N/A,N/A,0.66%,0.0%,61.6%,Guadalupe County,31.60%,63.00%,0.0%,2.31%,45.54%,29.04%,5.94%,Central Standard Time,98,62,36,75,38,55%,51%,55,68,112,58%,69%,52%,29.52,6.61,5.68,11.67%,10.11%,10.22%,0.2,0,6.5,41.1,70,465,5.9,1.5,TX-70052,29.7663458,-97.8278574
Zuehl,Texas,301,57,San Antonio-New Braunfels,2529453,$68594,21.65%,57,$255000,1401,$182,22,100.0%,N/A,38.91%,N/A,N/A,9.3%,0.0%,61.43%,Guadalupe County,31.60%,63.00%,0.0%,0.0%,55.81%,44.19%,2.66%,Central Standard Time,97,64,33,74,40,55%,53%,55,69,110,57%,69%,51%,32.3,8.04,5.67,21.26%,17.03%,22.89%,0.2,0,8.3,36.3,71,591,5.9,5.29,TX-80836,29.4959604,-98.1535013
