City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Benedict,Maryland,68,296,Washington-Arlington-Alexandria,6332069,N/A,0.0%,75,N/A,N/A,N/A,82,100.0%,N/A,0.0%,N/A,N/A,51.47%,0.0%,17.65%,Charles County,63.00%,32.70%,0.0%,0.0%,100.0%,0.0%,0.0%,Eastern Standard Time,86,44,42,67,25,53%,53%,43,63,88,55%,61%,52%,50.57,14.83,10.23,32.36%,33.63%,33.33%,13.4,5,7.2,26.6,70,93,4.2,0.23,MD-06550,38.5115291,-76.6796702
Bensville,Maryland,14792,875,Washington-Arlington-Alexandria,6332069,$161568,37.22%,40,$540000,3034,$178,19,85.99%,$2680,46.77%,N/A,N/A,9.28%,4.21%,70.69%,Charles County,63.00%,32.70%,4.3%,61.51%,23.06%,4.46%,8.59%,Eastern Standard Time,89,44,45,70,28,53%,53%,43,63,94,55%,61%,52%,47.93,14.04,9.92,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,63,183,4.2,16.9,MD-06662,38.6176479,-77.0076535
Bryans Road,Maryland,9174,596,Washington-Arlington-Alexandria,6332069,$117117,27.89%,37,$400000,2162,$185,30,85.31%,$2044,54.6%,N/A,N/A,2.25%,8.46%,71.76%,Charles County,63.00%,32.70%,1.16%,67.99%,19.25%,6.85%,6.06%,Eastern Standard Time,89,44,45,70,28,53%,53%,43,63,94,55%,61%,52%,48.89,15.21,9.48,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,62,45,4.2,15.38,MD-10925,38.6144036,-77.0849628
Bryantown,Maryland,359,87,Washington-Arlington-Alexandria,6332069,$113580,58.25%,52,N/A,N/A,N/A,41,95.47%,N/A,15.53%,N/A,N/A,0.0%,0.0%,56.96%,Charles County,63.00%,32.70%,0.0%,40.39%,59.61%,0.0%,0.0%,Eastern Standard Time,86,44,42,67,25,53%,53%,43,63,88,55%,61%,52%,47.93,14.04,9.92,32.36%,33.63%,33.33%,13.4,5,7.2,26.6,70,183,4.2,4.14,MD-10950,38.5498153,-76.8429086
Cobb Island,Maryland,1162,1844,Washington-Arlington-Alexandria,6332069,$161141,7.37%,46,N/A,N/A,N/A,82,71.76%,N/A,22.69%,N/A,N/A,1.81%,4.62%,78.04%,Charles County,63.00%,32.70%,1.72%,0.0%,96.04%,0.0%,1.72%,Eastern Standard Time,86,44,42,67,25,53%,55%,46,66,89,62%,67%,56%,48.08,14.46,9.23,35.73%,36.92%,37.11%,13.4,5,7.7,34.6,72,33,4.2,0.63,MD-18200,38.2646514,-76.8494735
Hughesville,Maryland,2280,204,Washington-Arlington-Alexandria,6332069,$122981,29.99%,55,$515000,2500,$206,30,85.9%,N/A,36.33%,N/A,N/A,1.68%,1.56%,62.29%,Charles County,63.00%,32.70%,1.54%,26.71%,64.91%,4.43%,3.25%,Eastern Standard Time,86,44,42,67,25,53%,53%,43,63,88,55%,61%,52%,50.57,14.83,10.23,32.36%,33.63%,33.33%,13.4,5,7.2,26.6,70,93,4.2,11.15,MD-40700,38.5376011,-76.7748322
Indian Head,Maryland,3982,3237,Washington-Arlington-Alexandria,6332069,$84898,13.57%,38,$374000,1833,$204,38,60.01%,$1326,69.92%,N/A,N/A,7.31%,4.24%,70.38%,Charles County,63.00%,32.70%,3.04%,62.86%,24.13%,8.06%,4.52%,Eastern Standard Time,89,45,44,71,29,53%,53%,43,63,94,55%,61%,52%,48.89,15.21,9.48,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,59,45,4.2,1.23,MD-41500,38.5986224,-77.1556536
La Plata,Maryland,10470,1415,Washington-Arlington-Alexandria,6332069,$121707,33.9%,42,$398000,1932,$206,28,73.1%,$1483,56.28%,492,3313,3.51%,3.23%,63.65%,Charles County,63.00%,32.70%,3.8%,35.11%,47.22%,6.8%,8.19%,Eastern Standard Time,86,44,42,67,25,53%,53%,43,63,88,55%,61%,52%,48.02,14.69,9.54,32.36%,33.63%,33.33%,13.4,5,7.2,26.6,67,51,4.2,7.4,MD-45750,38.5352029,-76.9699591
Pomfret,Maryland,670,245,Washington-Arlington-Alexandria,6332069,N/A,52.52%,40,$650000,2297,$283,51,100.0%,N/A,61.17%,N/A,N/A,0.0%,9.66%,46.77%,Charles County,63.00%,32.70%,2.09%,37.16%,11.79%,14.48%,16.57%,Eastern Standard Time,89,45,44,71,29,53%,53%,43,63,94,55%,61%,52%,48.02,14.69,9.54,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,64,51,4.2,2.74,MD-62675,38.5699049,-77.0303719
Potomac Heights,Maryland,1102,1030,Washington-Arlington-Alexandria,6332069,$68831,25.86%,52,N/A,N/A,N/A,74,77.87%,N/A,56.34%,N/A,N/A,4.08%,3.23%,52.39%,Charles County,63.00%,32.70%,2.09%,9.89%,78.86%,8.26%,4.26%,Eastern Standard Time,89,45,44,71,29,53%,53%,43,63,94,55%,61%,52%,48.02,14.69,9.54,31.86%,33.3%,32.11%,13.4,5,7.2,26.6,59,51,4.2,1.07,MD-63375,38.5947874,-77.1283295
