City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Antioch,Illinois,14705,1791,Chicago-Naperville-Elgin,9607711,$100705,40.62%,41,$333000,2362,$141,27,81.65%,$1056,44.42%,119,969,8.84%,7.18%,71.4%,Lake County,56.40%,36.20%,3.43%,2.19%,83.36%,6.93%,6.64%,Central Standard Time,83,29,54,61,14,63%,61%,37,58,86,53%,66%,44%,40.14,13.17,6.35,33.34%,33.96%,33.22%,47.4,28,8.1,34.2,73,720,3.7,8.21,IL-01595,42.4741547,-88.0720427
Antioch township,Illinois,14705,1791,Chicago-Naperville-Elgin,9607711,$100705,40.62%,41,$333000,2362,$141,27,81.65%,$1056,44.42%,119,969,8.84%,7.18%,71.4%,Lake County,56.40%,36.20%,3.43%,2.19%,83.36%,6.93%,6.64%,Central Standard Time,83,29,54,61,14,63%,61%,37,58,86,53%,66%,44%,40.14,13.17,6.35,33.34%,33.96%,33.22%,47.4,28,8.1,34.2,74,720,3.7,8.21,IL-01595,42.4741547,-88.0720427
Avon township,Illinois,64782,147232,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,$72000,1059,$68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lake County,56.40%,36.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,30,53,63,14,60%,56%,39,59,85,52%,65%,39%,40.14,13.17,6.35,36.63%,35.82%,34.33%,47.4,28,8.1,38.4,72,720,3.7,0.44,IL-03220,42.3570385,-88.0623574
Bannockburn,Illinois,1315,648,Chicago-Naperville-Elgin,9607711,$147500,85.57%,24,N/A,N/A,N/A,50,77.72%,$1075,68.27%,0,1993,2.49%,3.13%,56.59%,Lake County,56.40%,36.20%,9.51%,12.62%,64.64%,11.33%,22.21%,Central Standard Time,84,32,52,66,19,60%,56%,39,59,86,52%,65%,39%,42.37,13.61,6.91,30.82%,33.63%,23.0%,47.4,28,8.1,38.4,62,630,3.7,2.03,IL-03610,42.1932603,-87.8694596
Beach Park,Illinois,13634,1926,Chicago-Naperville-Elgin,9607711,$75968,15.05%,35,$192000,1371,$140,35,83.74%,$996,40.64%,N/A,N/A,7.85%,10.6%,67.72%,Lake County,56.40%,36.20%,2.96%,11.74%,41.69%,41.16%,15.5%,Central Standard Time,82,32,50,63,16,60%,56%,39,59,84,52%,65%,39%,37.81,12.37,5.47,35.56%,38.13%,29.33%,47.4,28,8.1,38.4,74,666,3.7,7.08,IL-04303,42.4194789,-87.8380193
Benton township (Lake Cnty),Illinois,19090,3484,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lake County,56.40%,36.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,32,50,63,16,60%,56%,39,59,84,52%,65%,39%,37.81,12.37,5.47,35.56%,38.13%,29.33%,47.4,28,8.1,38.4,77,666,3.7,5.48,IL-05326,42.42832,-87.8637835
Buffalo Grove,Illinois,43062,4504,Chicago-Naperville-Elgin,9607711,$121212,67.33%,41,$295000,1528,$193,38,81.13%,$1800,36.95%,26,706,5.2%,3.15%,70.08%,Lake County,56.40%,36.20%,24.01%,3.25%,63.22%,6.49%,33.8%,Central Standard Time,84,32,52,66,19,60%,56%,39,59,86,52%,65%,39%,41.98,13.97,6.52,30.82%,33.63%,23.0%,47.4,28,8.1,38.4,60,639,3.7,9.56,IL-09447,42.167538,-87.9616033
Channel Lake,Illinois,1742,968,Chicago-Naperville-Elgin,9607711,$53969,18.18%,34,$219000,1058,$207,62,81.67%,$1305,62.9%,N/A,N/A,19.92%,6.75%,61.34%,Lake County,56.40%,36.20%,0.69%,0.0%,88.69%,6.66%,1.84%,Central Standard Time,83,29,54,61,14,63%,61%,37,58,86,53%,66%,44%,40.14,13.17,6.35,33.34%,33.96%,33.22%,47.4,28,8.1,34.2,76,720,3.7,1.8,IL-12489,42.4825828,-88.1487668
Cuba township,Illinois,16730,30981,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,$61000,1089,$56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lake County,56.40%,36.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,82,29,53,63,14,60%,56%,39,59,84,52%,65%,39%,42.11,13.68,6.75,37.78%,38.57%,34.56%,47.4,28,8.1,38.4,73,741,3.7,0.54,IL-18004,42.1978512,-88.1600891
Deer Park,Illinois,3638,997,Chicago-Naperville-Elgin,9607711,$165625,67.49%,44,$615000,2510,$245,34,91.61%,$2383,31.85%,N/A,N/A,1.51%,2.52%,61.35%,Lake County,56.40%,36.20%,9.54%,0.0%,88.29%,1.62%,14.21%,Central Standard Time,82,29,53,63,14,60%,56%,39,59,84,52%,65%,39%,39.77,13.11,6.68,37.15%,38.24%,33.33%,47.4,28,8.1,38.4,69,669,3.7,3.65,IL-19083,42.1654541,-88.0863874
Deerfield,Illinois,19228,3477,Chicago-Naperville-Elgin,9607711,$168568,81.48%,44,$488000,1992,$245,50,85.01%,$2028,32.92%,37,695,3.38%,3.0%,68.08%,Lake County,56.40%,36.20%,5.2%,0.37%,88.16%,4.07%,9.38%,Central Standard Time,84,33,51,64,17,60%,56%,39,59,86,52%,65%,39%,42.37,13.61,6.91,38.0%,36.7%,38.44%,42.4,27,8.1,38.4,61,630,3.7,5.53,IL-18992,42.165392,-87.8515615
Ela,Illinois,43646,1269,Chicago-Naperville-Elgin,9607711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lake County,56.40%,36.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,30,53,63,14,60%,56%,39,59,85,52%,65%,39%,41.73,13.51,6.73,36.0%,35.49%,35.67%,47.4,28,8.1,38.4,69,768,3.7,34.39,IL-22853,42.1973162,-88.0625531
Forest Lake,Illinois,1476,4217,Chicago-Naperville-Elgin,9607711,$134821,47.77%,44,$570000,2864,$199,25,92.96%,N/A,25.78%,N/A,N/A,2.37%,2.02%,88.4%,Lake County,56.40%,36.20%,2.57%,0.0%,80.42%,17.01%,23.98%,Central Standard Time,83,30,53,63,14,60%,56%,39,59,85,52%,65%,39%,41.73,13.51,6.73,36.0%,35.49%,35.67%,47.4,28,8.1,38.4,72,768,3.7,0.35,IL-26896,42.2102586,-88.0531661
