City,State,Population,People per sq mi,Metro Name,Metro population,Median household income,% with at least Bachelor's degree,Median age,Median home price,Median home sqft,Median home cost per sqft,Median home age,Homeownership Rate,Avg Apartment Monthly Rent,Single Population,Num Violent Crimes Per 100k residents,Num Property Crimes Per 100k residents,Poverty Rate,Unemployment rate,Labor Force Participation rate,County,% Democrat,% Republican,% Asian,% Black,% Non-Hispanic White,% Hispanic,Foreign Born %,Timezone,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Hottest month's avg low (F),Coldest month's avg low (F),Annual Relative Humidity (afternoon),Summer Relative Humidity (afternoon),Annual dew point (F),Average summer dew point (F),Hottest month's avg heat index high (F),Annual Sunshine - Percentage of Possible,Summer Sunshine - Percentage of Possible,Winter Sunshine - Percentage of Possible,Annual rainfall (in),Summer rainfall (in),Winter rainfall (in),Percent of days that include precipitation,Percent of Summer days that include precipitation,Percent of Winter days that include precipitation,Annual snowfall (in),Days of snow per year,Average yearly windspeed (mph),Number of days with thunder per year,Air quality Index,Elevation (ft),UV Index,Land Area (sq mi),Fips Code,Latitude,Longitude
Albion,Minnesota,1136,35,Minneapolis-St. Paul-Bloomington,3659156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wright County,29.20%,62.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,83,22,61,63,4,64%,60%,34,58,86,50%,60%,45%,29.44,11.27,2.77,24.19%,27.69%,18.89%,42.7,22,N/A,39.7,82,975,3.2,32.46,MN-00766,45.1952554,-94.0743736
Annandale,Minnesota,3323,1104,Minneapolis-St. Paul-Bloomington,3659156,$48750,30.54%,43,$389000,2494,$156,37,83.35%,$804,47.12%,87,1288,15.02%,3.79%,62.1%,Wright County,29.20%,62.20%,0.75%,0.06%,93.41%,1.75%,0.75%,Central Standard Time,81,21,60,60,4,64%,60%,34,58,83,50%,60%,45%,31.59,12.55,2.94,24.19%,27.69%,18.89%,42.7,22,N/A,39.7,80,1062,3.2,3.01,MN-01684,45.2598589,-94.1204555
Buffalo,Minnesota,16121,2077,Minneapolis-St. Paul-Bloomington,3659156,$74036,27.97%,38,$400000,2073,$193,27,74.9%,$1087,43.83%,97,1632,6.73%,4.43%,67.46%,Wright County,29.20%,62.20%,1.37%,0.28%,95.34%,0.91%,2.87%,Central Standard Time,84,24,60,63,5,64%,60%,34,58,88,50%,60%,45%,30.94,12.24,2.87,25.95%,28.35%,21.78%,43.4,23,N/A,39.7,65,870,3.2,7.76,MN-08452,45.1794464,-93.8644215
Buffalo township,Minnesota,16121,2077,Minneapolis-St. Paul-Bloomington,3659156,$74036,27.97%,38,$400000,2073,$193,27,74.9%,$1087,43.83%,97,1632,6.73%,4.43%,67.46%,Wright County,29.20%,62.20%,1.37%,0.28%,95.34%,0.91%,2.87%,Central Standard Time,84,24,60,63,5,64%,60%,34,58,88,50%,60%,45%,30.94,12.24,2.87,25.95%,28.35%,21.78%,43.4,23,N/A,39.7,72,870,3.2,7.76,MN-08452,45.1794464,-93.8644215
Chatham,Minnesota,1424,96,Minneapolis-St. Paul-Bloomington,3659156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wright County,29.20%,62.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,63,5,64%,60%,34,58,88,50%,60%,45%,30.94,12.24,2.87,25.95%,28.35%,21.78%,43.4,23,N/A,39.7,76,870,3.2,14.83,MN-11062,45.1727794,-93.9535401
Clearwater,Minnesota,1595,1016,Minneapolis-St. Paul-Bloomington,3659156,$65909,23.87%,32,$275000,935,$294,22,67.05%,$884,52.38%,N/A,N/A,8.87%,2.5%,75.69%,Wright County,29.20%,62.20%,1.44%,0.69%,88.84%,5.64%,3.13%,Central Standard Time,83,22,61,60,4,64%,60%,34,58,86,50%,60%,45%,30.19,12.04,2.7,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,76,930,3.2,1.57,MN-11800,45.410149,-94.0447435
Clearwater township,Minnesota,1595,1016,Minneapolis-St. Paul-Bloomington,3659156,$65909,23.87%,32,$275000,935,$294,22,67.05%,$884,52.38%,N/A,N/A,8.87%,2.5%,75.69%,Wright County,29.20%,62.20%,1.44%,0.69%,88.84%,5.64%,3.13%,Central Standard Time,83,22,61,60,4,64%,60%,34,58,86,50%,60%,45%,30.19,12.04,2.7,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,76,930,3.2,1.57,MN-11800,45.410149,-94.0447435
Cokato,Minnesota,2762,1771,Minneapolis-St. Paul-Bloomington,3659156,$60972,14.95%,37,$240000,1611,$149,43,74.75%,$831,46.35%,N/A,N/A,9.38%,4.68%,64.75%,Wright County,29.20%,62.20%,0.62%,0.36%,82.95%,12.82%,4.71%,Central Standard Time,83,22,61,63,4,64%,60%,34,58,86,N/A,N/A,N/A,29.44,11.27,2.77,24.19%,27.69%,18.89%,42.7,22,N/A,39.7,83,975,3.2,1.56,MN-12430,45.0769781,-94.1877513
Cokato township,Minnesota,2762,1771,Minneapolis-St. Paul-Bloomington,3659156,$60972,14.95%,37,$240000,1611,$149,43,74.75%,$831,46.35%,N/A,N/A,9.38%,4.68%,64.75%,Wright County,29.20%,62.20%,0.62%,0.36%,82.95%,12.82%,4.71%,Central Standard Time,83,22,61,63,4,64%,60%,34,58,86,N/A,N/A,N/A,29.44,11.27,2.77,24.19%,27.69%,18.89%,42.7,22,N/A,39.7,83,975,3.2,1.56,MN-12430,45.0769781,-94.1877513
Corinna,Minnesota,2339,96,Minneapolis-St. Paul-Bloomington,3659156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wright County,29.20%,62.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,81,21,60,60,4,64%,60%,34,58,83,50%,60%,45%,31.59,12.55,2.94,30.11%,33.96%,25.0%,48.6,32,N/A,39.7,79,1062,3.2,24.36,MN-13222,45.2838535,-94.0730135
Delano,Minnesota,6386,1442,Minneapolis-St. Paul-Bloomington,3659156,$93531,44.76%,36,$506000,2543,$199,27,82.46%,$934,45.0%,N/A,N/A,3.76%,2.05%,76.32%,Wright County,29.20%,62.20%,0.16%,0.0%,92.89%,3.96%,0.16%,Central Standard Time,84,24,60,63,5,64%,60%,34,58,88,50%,60%,45%,30.94,12.24,2.87,25.95%,28.35%,21.78%,43.4,23,N/A,39.7,74,891,3.2,4.43,MN-15454,45.0384446,-93.7929711
Franklin township,Minnesota,2841,2841,Minneapolis-St. Paul-Bloomington,3659156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wright County,29.20%,62.20%,N/A,N/A,N/A,N/A,N/A,Central Standard Time,84,24,60,63,5,64%,60%,34,58,88,50%,60%,45%,30.94,12.24,2.87,25.95%,28.35%,21.78%,43.4,23,N/A,39.7,74,891,3.2,1.0,MN-22400,45.0336793,-93.8320879
