City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Belfield,1028,1,0,0,0,1,25,9,16,0,0
Berthold,497,1,0,0,0,1,2,0,2,0,0
Beulah,3200,4,0,0,0,4,17,4,11,2,0
Bismarck,74705,228,1,64,36,127,2079,225,1647,207,4
Bowman,1604,0,0,0,0,0,15,2,10,3,0
Burlington,1233,5,0,0,0,5,4,1,3,0,0
Carrington,1980,1,0,0,0,1,9,3,4,2,0
Cavalier,1253,0,0,0,0,0,9,0,9,0,0
Devils Lake,7294,20,0,7,2,11,271,26,229,16,0
Dickinson,23428,52,0,3,2,47,446,43,370,33,2
Ellendale,1223,0,0,0,0,0,5,0,5,0,0
Emerado,456,0,0,0,0,0,9,3,6,0,1
Fargo,127423,574,5,111,78,380,3978,830,2757,391,26
Fessenden,442,0,0,0,0,0,1,0,0,1,0
Grafton,4144,6,0,2,0,4,65,17,47,1,0
Grand Forks,57459,166,0,25,23,118,1422,218,1101,103,5
Harvey,1683,0,0,0,0,0,8,3,4,1,0
Hazen,2321,1,0,0,0,1,3,0,2,1,0
Jamestown,15198,37,0,11,0,26,315,45,252,18,0
Kenmare,1010,0,0,0,0,0,5,2,3,0,0
Killdeer,1213,3,0,1,0,2,12,4,7,1,0
Lincoln,3986,3,0,2,0,1,9,1,7,1,0
Lisbon,2036,2,0,1,0,1,28,4,20,4,0
Mandan,23012,85,4,23,8,50,660,70,492,98,6
Medora,130,0,0,0,0,0,0,0,0,0,0
Minot,48185,130,1,33,12,84,984,204,608,172,10
Napoleon,763,1,0,1,0,0,0,0,0,0,0
New Town,2621,0,0,0,0,0,16,0,10,6,0
Northwood,904,1,0,0,0,1,7,2,3,2,0
Oakes,1694,3,0,1,0,2,8,0,7,1,0
Powers Lake,279,0,0,0,0,0,0,0,0,0,0
Ray,866,0,0,0,0,0,2,2,0,0,0
Rolette,599,0,0,0,0,0,2,0,2,0,0
Rugby,2661,1,0,1,0,0,30,5,21,4,1
Stanley,2813,2,0,0,0,2,2,0,2,0,0
Steele,709,4,0,0,0,4,3,1,2,0,0
Surrey,1445,0,0,0,0,0,1,0,0,1,0
Thompson,1021,0,0,0,0,0,1,0,1,0,0
Tioga,1639,3,0,1,1,1,9,1,7,1,0
Valley City,6351,18,0,3,0,15,138,14,110,14,1
Wahpeton,7752,15,2,3,0,10,216,29,159,28,0
Watford City,8488,42,0,7,1,34,128,14,95,19,0
West Fargo,38171,55,0,9,4,42,584,114,417,53,1
Williston,28966,133,6,25,5,97,795,82,630,83,7
Wishek,921,2,0,1,0,1,5,1,4,0,0
