City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Abilene,6235,10,0,2,1,7,85,14,62,9,0
Alma,773,0,0,0,0,0,0,0,0,0,0
Alta Vista,419,0,0,0,0,0,0,0,0,0,0
Anthony,2081,8,0,3,0,5,24,11,12,1,1
Arkansas City,11718,65,0,11,5,49,434,81,326,27,1
Arma,1427,5,0,0,0,5,17,4,12,1,0
Atchison,10509,41,0,6,0,35,280,32,236,12,0
Attica,556,4,0,0,0,4,10,2,8,0,0
Atwood,1204,6,0,1,1,4,21,5,13,3,1
Augusta,9334,29,1,3,2,23,329,32,272,25,0
Basehor,6418,1,0,0,0,1,55,10,41,4,1
Baxter Springs,3907,6,0,2,0,4,90,20,59,11,0
Bel Aire,8252,11,0,1,1,9,126,13,97,16,0
Belleville,1877,1,0,0,0,1,25,7,16,2,1
Beloit,3715,8,0,2,0,6,50,17,27,6,0
Bonner Springs,7850,20,0,2,0,18,150,15,114,21,1
Bronson,308,0,0,0,0,0,0,0,0,0,0
Burlington,2545,9,0,1,0,8,33,13,19,1,0
Carbondale,1371,0,0,0,0,0,29,8,19,2,0
Cheney,2181,2,0,0,0,2,31,6,23,2,0
Cherryvale,2127,5,0,2,1,2,37,12,18,7,1
Claflin,608,0,0,0,0,0,4,0,4,0,0
Clay Center,3946,23,0,1,0,22,89,15,66,8,0
Clearwater,2550,4,0,0,0,4,34,5,28,1,0
Coffeyville,9260,60,1,10,5,44,325,69,234,22,4
Colby,5305,14,0,1,0,13,75,8,61,6,1
Colony,410,1,0,0,0,1,2,2,0,0,0
Columbus,3042,4,0,0,1,3,49,12,32,5,2
Concordia,4904,40,0,4,0,36,92,13,73,6,2
Derby2,25012,25,0,12,1,12,,32,,32,2
Dodge City,27314,129,0,13,9,107,613,85,474,54,4
Edwardsville,4505,22,0,4,1,17,112,16,86,10,1
El Dorado,12899,17,0,3,5,9,361,102,225,34,2
Elkhart,1775,4,0,1,0,3,16,4,12,0,0
Ellinwood,1950,2,0,1,0,1,20,3,14,3,0
Ellsworth,2983,8,0,1,0,7,16,1,13,2,0
Emporia,24747,36,0,12,1,23,517,63,436,18,1
Eudora,6414,13,0,5,0,8,61,9,50,2,0
Fort Scott,7729,39,0,2,2,35,78,3,68,7,0
Frontenac,3406,7,0,2,0,5,63,10,47,6,0
Galena,2848,6,0,0,0,6,65,16,38,11,0
Garden City3,26509,130,1,33,11,85,,,451,42,4
Garden Plain,907,0,0,0,0,0,8,3,5,0,0
Gardner,22229,32,0,5,3,24,175,7,149,19,2
Garnett,3244,7,1,0,0,6,67,21,40,6,0
Goddard,4764,4,0,0,0,4,33,3,28,2,0
Goessel,496,0,0,0,0,0,3,0,3,0,0
Goodland,4374,15,0,2,0,13,80,10,67,3,0
Grandview Plaza,1563,18,0,1,0,17,21,6,15,0,1
Halstead,2018,1,0,0,0,1,11,1,7,3,0
Haven,1189,1,0,1,0,0,18,2,15,1,1
Havensville,157,0,0,0,0,0,0,0,0,0,0
Hays,20894,56,1,8,6,41,358,30,313,15,2
Herington,2277,7,0,0,0,7,58,12,43,3,0
Hesston,3736,6,0,0,0,6,30,9,20,1,0
Hiawatha,3119,8,0,7,0,1,120,22,95,3,0
Highland,999,4,0,3,0,1,4,1,3,0,0
Hillsboro,2814,2,0,0,0,2,35,8,21,6,0
Hoisington,2486,6,0,3,0,3,35,9,26,0,1
Holton,3239,5,0,0,0,5,48,8,37,3,0
Holyrood,419,0,0,0,0,0,0,0,0,0,0
Horton,1679,3,0,1,0,2,22,5,16,1,0
Hutchinson,40431,153,1,25,20,107,1290,259,970,61,11
Independence,8497,84,1,6,6,71,399,93,293,13,3
Inman,1327,5,0,0,0,5,10,4,6,0,0
Iola,5265,23,0,4,1,18,170,39,119,12,0
Junction City,21921,219,2,24,16,177,554,106,425,23,7
Kanopolis,457,0,0,0,0,0,1,1,0,0,0
Kingman,2874,10,0,0,0,10,42,10,27,5,0
La Harpe,523,0,0,0,0,0,0,0,0,0,0
Lake Quivira,942,0,0,0,0,0,4,0,4,0,0
Lansing,12051,32,0,3,1,28,61,11,45,5,3
Larned,3739,15,0,3,0,12,29,7,22,0,0
Leawood,35052,19,1,4,0,14,401,57,316,28,0
Lebo,889,0,0,0,0,0,4,0,4,0,0
Lenexa,56240,87,0,17,4,66,761,69,606,86,0
Le Roy,538,0,0,0,0,0,0,0,0,0,0
Lindsborg,3269,1,0,1,0,0,43,5,36,2,0
Little River,518,0,0,0,0,0,0,0,0,0,0
Louisburg,4532,6,0,1,1,4,42,4,34,4,0
Lyndon,1016,5,0,0,0,5,18,4,13,1,0
Macksville,530,0,0,0,0,0,1,0,1,0,0
Maize,4836,8,0,1,0,7,57,11,41,5,1
Marion,1770,1,0,0,0,1,20,3,17,0,0
Mayetta,349,0,0,0,0,0,1,0,1,0,0
McLouth,839,1,0,0,0,1,3,1,1,1,0
McPherson,13070,24,0,6,0,18,234,30,198,6,1
Meade,1546,6,0,1,1,4,12,4,8,0,0
Merriam,11197,43,0,6,7,30,484,27,388,69,0
Minneapolis,1920,3,0,0,0,3,25,5,18,2,0
Mission Hills,3588,1,0,0,0,1,44,14,21,9,0
Montezuma,961,0,0,0,0,0,0,0,0,0,0
Mound City,685,0,0,0,0,0,0,0,0,0,0
