City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Alexandria,1620,0,0,0,0,0,15,3,11,1,0
Allenstown,4435,10,0,4,0,6,26,3,22,1,1
Alstead,1931,3,0,2,0,1,1,0,1,0,0
Alton,5339,10,2,5,0,3,34,8,24,2,0
Amherst,11344,3,0,2,1,0,108,12,95,1,1
Antrim,2702,3,1,1,0,1,21,4,16,1,0
Ashland,2053,1,0,0,0,1,40,5,35,0,0
Atkinson,7037,0,0,0,0,0,29,13,15,1,0
Auburn,5608,2,0,0,0,2,37,7,27,3,0
Barnstead,4668,3,0,3,0,0,20,5,13,2,0
Barrington,9263,6,0,5,0,1,36,11,20,5,0
Bartlett,2809,2,0,1,1,0,23,6,16,1,0
Bath,1093,0,0,0,0,0,1,0,0,1,0
Bedford,22887,12,0,5,3,4,174,11,161,2,1
Belmont,7293,19,0,3,0,16,128,17,104,7,0
Bennington,1512,1,0,1,0,0,5,0,4,1,1
Berlin,10230,22,0,8,4,10,110,13,94,3,4
Bethlehem,2569,5,0,4,0,1,20,5,13,2,0
Boscawen,4095,8,0,0,0,8,32,3,25,4,1
Bow,8004,5,0,0,1,4,30,3,20,7,1
Bradford,1710,0,0,0,0,0,19,0,16,3,1
Bristol,3057,6,1,3,1,1,49,7,39,3,0
Brookline,5461,0,0,0,0,0,21,2,17,2,0
Campton,3305,5,0,4,0,1,36,2,32,2,0
Candia,3945,1,0,0,0,1,32,2,30,0,0
Canterbury,2468,2,0,0,0,2,26,3,21,2,2
Carroll,740,0,0,0,0,0,16,1,12,3,0
Center Harbor,1099,0,0,0,0,0,8,1,6,1,0
Charlestown,4998,8,0,0,0,8,18,5,13,0,1
Chester,5295,9,0,3,0,6,28,4,23,1,2
Chichester,2709,2,0,1,0,1,27,4,23,0,0
Colebrook,2114,1,0,0,0,1,28,14,13,1,0
Concord,43509,65,4,10,25,26,805,49,710,46,2
Conway,10287,22,0,15,1,6,222,21,194,7,0
Cornish,1623,0,0,0,0,0,7,2,5,0,1
Dalton,868,0,0,0,0,0,0,0,0,0,0
Danville,4584,0,0,0,0,0,11,3,5,3,0
Deerfield,4562,1,0,1,0,0,17,6,11,0,0
Deering,1967,2,0,0,0,2,20,2,15,3,0
Derry,33672,33,1,18,3,11,279,22,247,10,5
Dover,31950,25,0,8,6,11,347,38,295,14,1
Dublin,1538,1,0,0,0,1,7,0,7,0,0
Dunbarton,2870,3,0,2,0,1,21,1,19,1,0
Durham,16810,6,0,2,2,2,42,10,31,1,1
East Kingston,2430,1,0,0,0,1,8,0,7,1,0
Effingham,1480,1,0,1,0,0,1,0,1,0,0
Enfield,4563,5,0,2,0,3,27,3,24,0,0
Epping,7117,3,0,2,0,1,74,2,68,4,0
Epsom,4777,3,0,2,0,1,26,3,23,0,0
Exeter,15425,28,0,9,0,19,99,11,85,3,0
Farmington,6932,8,0,5,0,3,103,26,65,12,2
Fitzwilliam,2373,0,0,0,0,0,12,3,7,2,0
Franconia,1111,1,0,0,0,1,14,0,13,1,1
Freedom,1562,0,0,0,0,0,3,0,3,0,0
Fremont,4803,0,0,0,0,0,37,3,32,2,1
Gilford,7197,5,0,2,0,3,111,16,90,5,0
