City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Achille,541,0,0,0,0,0,12,4,5,3,0
Ada,17321,71,1,20,6,44,673,159,442,72,3
Adair,817,1,0,0,0,1,7,3,4,0,0
Allen,930,2,0,0,1,1,9,6,3,0,0
Altus,18572,42,1,9,4,28,398,90,277,31,3
Alva,5022,6,0,1,0,5,36,11,24,1,0
Amber,467,0,0,0,0,0,2,1,1,0,0
Anadarko,6540,48,0,6,2,40,223,64,146,13,8
Antlers,2296,0,0,0,0,0,26,8,13,5,0
Apache,1399,7,0,1,0,6,38,15,20,3,0
Ardmore,24830,205,1,20,25,159,1046,195,773,78,6
Atoka,3131,8,0,0,1,7,122,36,78,8,0
Avant,304,0,0,0,0,0,1,1,0,0,0
Barnsdall,1143,3,0,0,0,3,18,4,14,0,0
Bartlesville,36502,111,2,16,10,83,1145,234,811,100,1
Beaver,1390,1,0,0,0,1,4,1,3,0,0
Beggs,1227,1,0,0,0,1,26,6,16,4,0
Bernice,579,0,0,0,0,0,7,2,5,0,0
Bethany,19346,73,2,7,17,47,688,177,445,66,9
Big Cabin,252,3,0,0,0,3,7,2,5,0,0
Bixby,28383,30,1,9,2,18,401,72,297,32,0
Blackwell,6610,13,1,2,0,10,71,28,38,5,3
Blanchard,9028,1,1,0,0,0,80,16,52,12,0
Boise City,1077,3,0,0,0,3,13,7,6,0,0
Bokchito,688,4,0,1,0,3,13,2,9,2,0
Boley,1175,3,0,0,0,3,1,0,1,0,0
Bristow,4195,10,0,2,2,6,120,32,76,12,1
Broken Arrow,110480,138,0,44,20,74,1977,293,1507,177,7
Broken Bow,4053,37,1,6,3,27,223,61,140,22,5
Butler,299,0,0,0,0,0,1,1,0,0,0
Cache,2814,18,1,2,2,13,36,7,25,4,0
Caddo,1091,0,0,0,0,0,5,1,2,2,0
Calera,2375,4,0,2,0,2,24,4,16,4,0
Caney,196,0,0,0,0,0,6,0,5,1,0
Canton,592,3,0,0,0,3,18,6,8,4,0
Carnegie,1651,3,0,0,0,3,33,9,17,7,1
Carney,656,0,0,0,0,0,3,0,3,0,0
Cashion,883,0,0,0,0,0,0,0,0,0,0
Catoosa,6975,38,0,6,7,25,418,67,272,79,0
Cement,481,0,0,0,0,0,5,4,0,1,0
Chandler,3094,15,0,1,1,13,52,9,37,6,0
Chattanooga,441,0,0,0,0,0,1,0,0,1,0
Checotah,3143,15,0,1,1,13,120,23,85,12,0
Chelsea,1902,3,0,2,0,1,33,2,25,6,0
Cherokee,1509,2,0,0,0,2,20,8,10,2,0
Chickasha,16395,71,3,10,5,53,451,122,274,55,3
Choctaw,12812,14,0,4,0,10,179,56,98,25,1
Chouteau,2086,2,0,1,0,1,46,4,35,7,0
Claremore,18786,23,1,7,1,14,495,73,395,27,0
Clayton,794,0,0,0,0,0,7,2,3,2,0
Cleveland,3136,7,0,3,0,4,17,2,10,5,0
Clinton,9179,46,2,4,9,31,191,52,112,27,1
Coalgate,1779,4,0,0,0,4,12,2,9,1,0
Colbert,1250,8,0,0,0,8,6,3,2,1,0
Colcord,838,1,0,0,0,1,29,9,17,3,1
Collinsville,7271,11,0,2,2,7,72,13,52,7,1
Comanche,1555,5,0,1,0,4,27,10,13,4,1
Commerce,2392,9,1,0,0,8,20,9,8,3,0
Cordell,2753,1,0,0,0,1,35,7,21,7,0
Covington,533,1,0,0,0,1,2,0,2,0,0
Coweta,10016,23,0,6,2,15,135,18,98,19,0
Crescent,1547,2,0,0,0,2,15,5,10,0,0
Cushing,7639,10,0,3,1,6,309,60,230,19,3
Cyril,1022,1,0,0,1,0,9,1,6,2,0
Davenport,816,0,0,0,0,0,15,2,12,1,0
Davis,2911,6,0,2,1,3,78,18,53,7,0
Del City,21794,188,3,20,42,123,942,184,667,91,4
Depew,479,0,0,0,0,0,4,2,1,1,0
Dewar,847,2,0,0,0,2,7,1,3,3,0
Dewey,3405,5,0,2,0,3,57,21,29,7,0
Dibble,871,2,0,0,0,2,11,3,8,0,0
Dickson,1251,1,0,0,0,1,8,1,5,2,0
Drumright,2816,2,0,0,1,1,74,32,39,3,0
Duncan,22296,37,2,8,8,19,733,214,475,44,4
Durant,18478,67,1,8,5,53,781,190,534,57,2
Edmond,94699,138,5,41,15,77,1599,235,1245,119,1
Eldorado,410,0,0,0,0,0,0,0,0,0,0
Elgin,3294,0,0,0,0,0,7,0,6,1,0
Elk City,11509,13,0,2,1,10,251,40,190,21,3
Elmore City,706,10,0,1,0,9,24,3,21,0,0
El Reno,19830,42,0,16,8,18,374,84,226,64,8
Enid,49598,204,1,44,9,150,1625,364,1148,113,3
Erick,988,0,0,0,0,0,5,1,1,3,0
Eufaula,2907,10,0,3,0,7,87,29,48,10,0
Fairfax,1268,5,0,0,0,5,24,12,12,0,1
Fairview,2601,8,0,5,0,3,25,7,15,3,0
Forest Park,1075,0,0,0,0,0,7,3,3,1,0
Fort Cobb,613,0,0,0,0,0,8,4,2,2,0
Fort Gibson,3972,12,0,2,1,9,28,7,18,3,0
Fort Towson,486,4,1,0,0,3,13,7,6,0,3
Frederick,3558,22,0,3,1,18,101,43,51,7,0
